Site,Species_Name,1,2,3,4,5,Notes,,,,,
27,Lasthenia californica,8,1,2,,3,,,,,,
27,Lepidium nitidum,,,,,,,,,,,
27,Lessingia ramulosa,76,18,22,13,0.1,,,,,,
27,Lomatium dasycarpum,,,,,,,,,,,
27,Lomatium macrocarpum,,,,,,,,,,,
27,Lotus humistratus,0.1,2,2,1,1,,,,,,
27,Lotus wrangelianus,,,,,0.4,,,,,,
27,Micropus californicus,0.3,,0.1,,,,,,,,
27,Microseris douglasii,0.1,,,,,,,,,,
27,Mimulus androsaceus,,,,,,,,,,,
27,Mimulus douglasii,4,,0.2,,,,,,,,
27,Nassella pulchra,,,,,,,,,,,
27,Plantago erecta,5,8,8,11,7,,,,,,
27,Poa secunda,,,,,,,,,,,
27,Polypogon monspeliensis,,,,,,,,,,,
27,Rigiopappus leptocladus,0.6,1,0.6,,,,,,,,
27,Sidalcea diploscypha,,,,,,,,,,,
27,Stellaria nitens,,,,,,,,,,,
27,Trifolium albopurpureum,,0.1,,,,,,,,,
27,Trifolium microcephalum,,,,,,,,,,,
27,Trifolium microdon,,,,,,,,,,,
27,Vulpia microstachys,0.3,0.1,4.5,0.2,1,,,,,,
28,Agoseris heterophylla,,0.1,,0.1,,,,,,,
28,Ancistrocarphus filagineus,,,,0.6,3,,,,,,
28,Astragalus gambelianus,,,,,,,,,,,
28,Athysanus pusillus,,,,,,,,,,,
28,Bromus hordeaceus,,1,,,2,,,,,,
28,Bromus madritensis,12,19,7,3,2,,,,,,
28,Camissonia graciliflora,,,0.2,,,,,,,,
28,Castilleja attenuata,,,,,,,,,,,
28,Collinsia sparsiflora,,,,,,,,,,,
28,Cuscuta californica,,,0.1,,,,,,,,
28,Daucus pusillus,,,,,,,,,,,
28,Dichelostemma capitatum,2,6,2,1.3,5,,,,,,
28,Epilobium brachycarpum,,,,,,,,,,,
28,Erodium cicutarium,,0.1,,,,,,,,,
28,Gastridium ventricosum,0.5,1,,4,1.5,,,,,,
28,Githopsis specularioides,0.1,,,,,,,,,,
28,Hemizonia congesta,,,,,,,,,,,
28,Hesperevax sparsiflora,,,,,,,,,,,
28,Hesperolinon californicum,,,,,,,,,,,
28,Hesperolinon micranthum,15,37,1,,,,,,,,
28,Holocarpha virgata,,18,19,38,11,,,,,,
28,Hypochaeris glabra,,,,,,,,,,,
28,Lagophylla minor,,,,,,,,,,,
28,Lasthenia californica,3,17,11,9,9,,,,,,
28,Lessingia ramulosa,14,1,,,29,,,,,,
28,Lotus humistratus,0.1,,,,,,,,,,
28,Lotus wrangelianus,,4,0.4,,3,,,,,,
28,Micropus californicus,,0.3,0.1,,,,,,,,
28,Microseris douglasii,3,1,0.2,,,,,,,,
28,Mimulus androsaceus,,,,,,,,,,,
28,Mimulus douglasii,0.2,,8,,,super small!,,,,,
28,Minuartia douglasii,,,,,,,,,,,
28,Nassella pulchra,,,,,,,,,,,
28,Navarretia jepsonii,,,,,,,,,,,
28,Navarretia pubescens,,3,11,,3.5,,,,,,
28,Plantago erecta,6,9,22,23,22,,,,,,
28,Plectritis ciliosa,,,,,,,,,,,
28,Poa secunda,,,,,,,,,,,
28,Rigiopappus leptocladus,0.1,0.2,0.1,0.1,0.1,,,,,,
28,Sidalcea diploscypha,,,,0.2,,,,,,,
28,Stellaria nitens,,,,,,,,,,,
28,Taeniatherum caput-medusae,,,,,,,,,,,
28,Trifolium albopurpureum,,,,,,,,,,,
28,Unknown forb,,,,,,,,,,,
28,Vulpia microstachys,1,45,11,11,10,,,,,,
28,Zigadenus fremontii,,,,,,,,,,,
29,Aegilops triuncialis,,,0.1,,,,,,,,
29,Agoseris heterophylla,0.1,,,0.1,0.2,,,,,,
29,Allium amplectens,,,,,,,,,,,
29,Allium fimbriatum,,,,,,,,,,,
29,Allium serra,,,,,,,,,,,
29,Ancistrocarphus filagineus,,1,,,6,,,,,,
29,Astragalus gambelianus,0.1,,,,,,,,,,
29,Avena fatua,1,,0.2,,2,,,,,,
29,Brodiaea elegans,,,,,,,,,,,
29,Bromus hordeaceus,0.1,,,,,,,,,,
29,Bromus madritensis,18,7,11,5,,,,,,,
29,Calycadenia pauciflora,18,15,,,1.2,,,,,,
29,Camissonia graciliflora,,,,,,,,,,,
29,Castilleja attenuata,,,,,,,,,,,
29,Centaurea solstitialis,,,,,,,,,,,
29,Centaurium trichanthum,,,,,,,,,,,
29,Cryptantha hispidula,,,,,,,,,,,
29,Dichelostemma capitatum,4,1,2,0.2,0.4,,,,,,
29,Epilobium brachycarpum,,,,0.1,,,,,,,
29,Eremocarpus setigerus,0.1,0.1,,,0.1,,,,,,
29,Eriogonum nudum,,,,,,,,,,,
29,Eriogonum vimineum,,,,2,,,,,,,
29,Euphorbia crenulata,,,,,,,,,,,
29,Filago gallica,,,,,,,,,,,
29,Gastridium ventricosum,,,,,,,,,,,
29,Githopsis specularioides,0.2,,,0.1,,,,,,,
29,Hemizonia congesta,,2,3,4,20,,,,,,
29,Hesperolinon californicum,,2,1,10,3,,,,,,
29,Hesperolinon micranthum,,,,,,,,,,,
29,Holocarpha virgata,,,,,,,,,,,
29,Hypochaeris glabra,,,,,,,,,,,
29,Lactuca serriola,,,,0.1,,,,,,,
29,Lagophylla minor,,0.1,,,,,,,,,
29,Lasthenia californica,,,,,,,,,,,
29,Lessingia ramulosa,0.1,2,28,5,4,,,,,,
29,Lotus humistratus,5,5,1,5,5,,,,,,
29,Lotus micranthus,,,,,,,,,,,
29,Lotus purshianus,2,,,,,,,,,,
29,Lotus wrangelianus,,,,,,,,,,,
29,Medicago polymorpha,,,,,,,,,,,
29,Melilotus indica,,,,,,,,,,,
29,Micropus californicus,7,4,,0.3,,,,,,,
29,Microseris douglasii,,,,,0.1,,,,,,
29,Mimulus douglasii,,0.1,,,,,,,,,
29,Phlox gracilis,,,,,,,,,,,
29,Plantago erecta,19,4,9,0.4,4,,,,,,
29,Poa secunda,,,,,,,,,,,
29,Polypogon monspeliensis,,,,,,,,,,,
29,Rigiopappus leptocladus,,0.1,,,,,,,,,
29,Scutellaria siphocampyloides,,,,,,,,,,,
29,Sidalcea diploscypha,,,,,,,,,,,
29,Taeniatherum caput-medusae,,,,,,,,,,,
29,Trifolium albopurpureum,,,,,,,,,,,
29,Trifolium hirtum,,,,,,,,,,,
29,Triteleia laxa,,,,,,,,,,,
29,Vulpia microstachys,9,7,1.5,11,2.5,,,,,,
30,Agoseris heterophylla,,0.2,0.2,,0.1,,,,,,
30,Amsinckia menziesii,,0.1,,,,,,,,,
30,Anagallis arvensis,4,2,3,,,,,,,,
30,Ancistrocarphus filagineus,,0.2,,0.1,,,,,,,
30,Astragalus gambelianus,,,,,,,,,,,
30,Athysanus pusillus,,,,,,,,,,,
30,Avena fatua,16,,0.1,,,,,,,,
30,Brodiaea elegans,,,,,,,,,,,
30,Bromus hordeaceus,0.1,,,,,,,,,,
30,Bromus madritensis,0.1,,9,20,4,,,,,,
30,Calandrinia ciliata,,,,,,,,,,,
30,Calycadenia pauciflora,,,,,1,,,,,,
30,Castilleja attenuata,,,,,,,,,,,
30,Castilleja rubicundula,,,,,,,,,,,
30,Clarkia gracilis,40,30,3,,,,,,,,
30,Clarkia purpurea,,,,,,,,,,,
30,Collinsia sparsiflora,,,,,,,,,,,
30,Cuscuta californica,,,,,,,,,,,
30,Daucus pusillus,,,,,,,,,,,
30,Dichelostemma capitatum,0.2,1,4,5,1.5,,,,,,
30,Epilobium brachycarpum,,0.1,0.3,,,,,,,,
30,Eremocarpus setigerus,,,,,,,,,,,
30,Euphorbia crenulata,,0.1,,,,,,,,,
30,Filago gallica,,,,,,,,,,,
30,Galium aparine,,,,,,,,,,,
30,Gastridium ventricosum,,,,,,,,,,,
30,Githopsis specularioides,,0.1,,,,,,,,,
30,Hemizonia congesta,36,40,30,22,0.8,,,,,,
30,Hesperolinon californicum,0.1,5,23,23,0.9,,,,,,
30,Hesperolinon micranthum,,,,,,,,,,,
30,Holocarpha virgata,,,,,,,,,,,
30,Hordeum brachyantherum,,,,,10,,,,,,
30,Lactuca serriola,,,,,,,,,,,
30,Lasthenia californica,3,8,6,0.6,,,,,,,
30,Lessingia ramulosa,,,,,1.5,,,,,,
30,Lotus humistratus,,,,,,,,,,,
30,Lotus micranthus,,,,,,,,,,,
30,Lotus purshianus,,,,0.1,2,,,,,,
30,Lotus wrangelianus,1,0.5,0.6,14,,,,,,,
30,Melilotus indica,,,,,,,,,,,
30,Micropus californicus,0.1,0.1,,,,,,,,,
30,Microseris douglasii,2,,0.2,,,,,,,,
30,Nassella pulchra,10,6,,2,10,looks like some died in quads 1 & 2,,,,,
30,Plantago erecta,0.5,0.2,,0.4,0.4,,,,,,
30,Poa secunda,,,,,,,,,,,
30,Rigiopappus leptocladus,,,,,,,,,,,
30,Sidalcea diploscypha,,,,0.1,,,,,,,
30,Stellaria nitens,,0.1,,,,,,,,,
30,Taeniatherum caput-medusae,,,,2.5,,,,,,,
30,Trifolium albopurpureum,,,,,2,,,,,,
30,Trifolium gracilentum,,,,,,,,,,,
30,Vulpia microstachys,0.1,4,8,6,0.7,,,,,,
31,Agoseris heterophylla,,,0.1,,,,,,,,
31,Ancistrocarphus filagineus,1,0.1,,,,,,,,,
31,Aphanes occidentalis,,,,,,,,,,,
31,Astragalus gambelianus,,,,,,,,,,,
31,Athysanus pusillus,,,,,,,,,,,
31,Avena fatua,,0.1,50,,1,,,,,,
31,Brodiaea elegans,,,,,,,,,,,
31,Bromus hordeaceus,,,0.3,,,,,,,,
31,Bromus madritensis,5,0.1,1,2,3,,,,,,
31,Calandrinia ciliata,,,,,,,,,,,
31,Castilleja attenuata,,,,,,,,,,,
31,Centaurea sp.,,,,,,,,,,,
31,Clarkia gracilis,,0.1,,,,,,,,,
31,Clarkia purpurea,,,,,,,,,,,
31,Cryptantha hispidula,,,,,,,,,,,
31,Cuscuta californica,,,,,,,,,,,
31,Daucus pusillus,,,,,,,,,,,
31,Dichelostemma capitatum,0.5,1,1,0.2,0.3,,,,,,
31,Elymus elymoides,,,,,,,,,,,
31,Epilobium brachycarpum,,,,,,,,,,,
31,Eremocarpus setigerus,,,,,,,,,,,
31,Eriogonum vimineum,0.1,0.2,,2,1.2,,,,,,
31,Euphorbia crenulata,,,0.1,,,,,,,,
31,Githopsis specularioides,,,,,,,,,,,
31,Hemizonia congesta,13,30,7,12,12,,,,,,
31,Hesperevax sparsiflora,,,,,,,,,,,
31,Hesperolinon californicum,10,11,2,0.1,2,,,,,,
31,Holocarpha virgata,,,,1,,,,,,,
31,Hypochaeris glabra,,,,,,,,,,,
31,Lactuca serriola,,,,,,,,,,,
31,Lasthenia californica,2,0.1,,2,,,,,,,
31,Lessingia ramulosa,,,,,,,,,,,
31,Lotus humistratus,13,2,,0.3,30,,,,,,
31,Lotus micranthus,,,,,,,,,,,
31,Lotus wrangelianus,,,0.2,2,1,,,,,,
31,Micropus californicus,,,0.1,,,,,,,,
31,Microseris douglasii,3,0.2,,6,1,nodding heads; sure of ID,,,,,
31,Mimulus douglasii,,,,,,,,,,,
31,Minuartia douglasii,,,,,,,,,,,
31,Nassella pulchra,,,,0.2,8,No bunchgrass plot 3,,,,,
31,Plagiobothrys nothofulvus,,,,,,,,,,,
31,Plantago erecta,0.7,,0.1,10,2,,,,,,
31,Poa secunda,,,,,,,,,,,
31,Sagina apetala,,,,,,,,,,,
31,Sidalcea diploscypha,,,0.5,0.1,,,,,,,
31,Sisyrinchium bellum,,,,,,,,,,,
31,Stellaria nitens,,,,,,,,,,,
31,Vulpia microstachys,60,28,0.2,29,1.5,,,,,,
31,Zigadenus fremontii,,,,,,,,,,,
32,Achyrachaena mollis,,,,,,,,,,,
32,Agoseris heterophylla,,,,,,,,,,,
32,Ancistrocarphus filagineus,,,,,,,,,,,
32,Astragalus rattanii var. jepsonianus,0.2,1,,,,,,,,,
32,Athysanus pusillus,0.1,,,,,,,,,,
32,Avena fatua,30,13,50,40,50,,,,,,
32,Bellardia trixago,,,,,,,,,,,
32,Bromus hordeaceus,0.2,0.1,,0.2,0.4,,,,,,
32,Bromus madritensis,,15,,,,,,,,,
32,Calochortus superbus,,,,,,,,,,,
32,Castilleja rubicundula,,,,,,,,,,,
32,Cercocarpus betuloides,,,,,,,,,,,
32,Clarkia gracilis,,,,,,,,,,,
32,Dichelostemma capitatum,0.1,,0.2,0.1,0.3,,,,,,
32,Eremocarpus setigerus,,,,,,,,,,,
32,Eriogonum nudum,,,,,,,,,,,
32,Erodium cicutarium,,,,,,,,,,,
32,Euphorbia crenulata,,,,,,,,,,,
32,Galium murale,,,,,,,,,,,
32,Gastridium ventricosum,,,,,,,,,,,
32,Grindelia camporum,,,,,2,,,,,,
32,Hemizonia congesta,14,14,16,15,12,,,,,,
32,Hesperolinon californicum,1,,,0.1,1,,,,,,
32,Hypochaeris glabra,,,,,,,,,,,
32,Lactuca serriola,,,,,,,,,,,
32,Lasthenia californica,,,,,,,,,,,
32,Lotus humistratus,,,,1,,,,,,,
32,Lotus wrangelianus,8,,1,,0.2,,,,,,
32,Lupinus microcarpus,14,24,15,8,15,,,,,,
32,Lupinus succulentus,25,3,30,30,13,,,,,,
32,Micropus californicus,,,,,,,,,,,
32,Microseris douglasii,,,,,,,,,,,
32,Navarretia jepsonii,,,,,,,,,,,
32,Plantago erecta,0.1,,,,0.1,,,,,,
32,Poa secunda,,,,,,,,,,,
32,Senecio vulgaris,,,,,,,,,,,
32,Taeniatherum caput-medusae,,,,0.2,0.5,,,,,,
32,Torilis arvensis,,,,,,,,,,,
32,Trifolium albopurpureum,,,,,,,,,,,
32,Trifolium fucatum,,0.2,,,,,,,,,
32,Trifolium hirtum,,,,,,,,,,,
32,Vulpia microstachys,0.1,0.1,,0.1,0.5,,,,,,
33,Agoseris grandiflora,,,,,,,,,,,
33,Agoseris heterophylla,,,,,,,,,,,
33,Ancistrocarphus filagineus,,1,11,0.1,0.1,,,,,,
33,Antirrhinum vexillo-calyculatum,,,,,,,,,,,
33,Athysanus pusillus,,,,,,,,,,,
33,Avena fatua,,,,,0.2,,,,,,
33,Bromus hordeaceus,,,,,,,,,,,
33,Castilleja rubicundula,,,,,,,,,,,
33,Chlorogalum pomeridianum,,5,,,,,,,,,
33,Clarkia gracilis,,,1,1,4,,,,,,
33,Clarkia purpurea,,,,,,,,,,,
33,Dichelostemma capitatum,1,0.3,0.4,0.3,0.3,,,,,,
33,Elymus elymoides,,,,,,,,,,,
33,Eremocarpus setigerus,,,,,0.2,,,,,,
33,Eriogonum nudum,,,,0,,,,,,,
33,Eriogonum vimineum,,,0.1,0.2,,,,,,,
33,Erodium cicutarium,,,,,,,,,,,
33,Filago californica,,,,,,,,,,,
33,Grindelia camporum,,,,,,,,,,,
33,Helianthus exilis,,,,,,,,,,,
33,Hemizonia congesta,20,12,33,35,38,,,,,,
33,Hesperolinon disjunctum,,0.2,0.2,,0.1,,,,,,
33,Holocarpha virgata,,,,,,,,,,,
33,Lactuca serriola,,,,,,,,,,,
33,Lagophylla minor,,,,,,,,,,,
33,Lasthenia californica,0.2,,0.7,2.5,0.5,,,,,,
33,Lepidium nitidum,,,,,,,,,,,
33,Lotus humistratus,30,70,,,,,,,,,
33,Lotus wrangelianus,,,7,,,,,,,,
33,Lupinus microcarpus,,,,0.4,,,,,,,
33,Melica imperfecta,,,,,,,,,,,
33,Melica torreyana,,,,,,,,,,,
33,Microseris douglasii,0.2,,,0.3,0.1,,,,,,
33,Nassella pulchra,,10,6,14,15,,,,,,
33,Navarretia jepsonii,1,10,1,,,,,,,,
33,Perideridia kelloggii,,,,,,,,,,,
33,Plagiobothrys nothofulvus,,,,,,,,,,,
33,Plantago erecta,40,3,2,27,0.4,,,,,,
33,Plectritis ciliosa,,,,,0.1,,,,,,
33,Poa secunda,0.2,,1,7,,,,,,,
33,Sagina apetala,,,,,,,,,,,
33,Sidalcea diploscypha,,,,0.2,,,,,,,
33,Sisyrinchium bellum,,,,,,,,,,,
33,Stellaria nitens,,,,,,,,,,,
33,Streptanthus breweri,,,,,,,,,,,
33,Trifolium albopurpureum,,,0.2,,0.9,,,,,,
33,Trifolium bifidum,,,,,,,,,,,
33,Trifolium gracilentum,,,,,,,,,,,
33,Vulpia microstachys,0.2,0.1,0.1,0.2,0.8,,,,,,
33,Vulpia myuros,,,,,,,,,,,
33,Zigadenus fremontii,,,,,,,,,,,
33,Cuscuta californica,1,,,,,,,,,,
33,Aegilops triuncialis,,,,0.2,,,,,,,
34,Achyrachaena mollis,,,,,,,,,,,
34,Amsinckia menziesii,,,,,,,,,,,
34,Athysanus pusillus,,,,,,,,,,,
34,Avena fatua,85,30,85,85,90,,,,,,
34,Bellardia trixago,,,,,,,,,,,
34,Brassica nigra,,,3,,,,,,,,
34,Brodiaea elegans,,,,,,,,,,,
34,Bromus diandrus,,,,,,,,,,,
34,Bromus hordeaceus,0.1,1,2,,,,,,,,
34,Castilleja attenuata,,,,,,,,,,,
34,Centaurea solstitialis,3,25,2,,0.1,,,,,,
34,Chlorogalum pomeridianum,4,17,,6,,,,,,,
34,Clarkia purpurea,,,,,,,,,,,
34,Dichelostemma capitatum,,,,,,,,,,,
34,Erodium brachycarpum,,,,,,,,,,,
34,Erodium cicutarium,,0.3,,,,,,,,,
34,Galium aparine,,,,,,,,,,,
34,Galium murale,0.1,0.1,0.1,,,6 leaflets,,,,,
34,Geranium dissectum,0.2,2,4,0.3,,,,,,,
34,Geranium molle,,,,,,,,,,,
34,Hemizonia congesta,,,,,,,,,,,
34,Hesperevax sparsiflora,,,,,,,,,,,
34,Holocarpha virgata,,,,,,,,,,,
34,Hypochaeris glabra,,,,,,,,,,,
34,Lactuca serriola,,,,,,,,,,,
34,Lolium multiflorum,,,,,,,,,,,
34,Lotus wrangelianus,,,,,,,,,,,
34,Lupinus bicolor,,,,,,,,,,,
34,Medicago polymorpha,,,0.3,,,,,,,,
34,Melica californica,,,,,,,,,,,
34,Plantago erecta,,,,,,,,,,,
34,Poa bulbosa,,,,,,,,,,,
34,Senecio vulgaris,,,,,,,,,,,
34,Taeniatherum caput-medusae,0.1,5,0.2,,,,,,,,
34,Torilis arvensis,,,,,,,,,,,
34,Trifolium hirtum,1,6,0.3,,,,,,,,
34,Vicia villosa,,,,0.3,3,,,,,,
34,Vulpia myuros,,,,,,,,,,,
35,Achyrachaena mollis,,,,,,,,,,,
35,Athysanus pusillus,,,,,,,,,,,
35,Avena fatua,100,40,30,45,30,,,,,,
35,Brassica nigra,2,,,,,,,,,,
35,Brodiaea elegans,,,,,,,,,,,
35,Bromus diandrus,,,1,2,0.5,,,,,,
35,Bromus hordeaceus,,,,,,,,,,,
35,Bromus madritensis,,,,,,,,,,,
35,Castilleja attenuata,,,,,,,,,,,
35,Centaurea solstitialis,,8,0.2,,,,,,,,
35,Cerastium glomeratum,,,,,,,,,,,
35,Clarkia purpurea,,,,,,,,,,,
35,Dichelostemma capitatum,,,,0.2,,in fruit,,,,,
35,Erodium brachycarpum,,,,,,,,,,,
35,Erodium cicutarium,,,,,,,,,,,
35,Filago gallica,,,,,,,,,,,
35,Geranium dissectum,,,,,,,,,,,
35,Geranium molle,,,,,,,,,,,
35,Hemizonia congesta,,,,,,,,,,,
35,Holocarpha virgata,,,,,,,,,,,
35,Hordeum marinum,,,,,,,,,,,
35,Hypochaeris glabra,,,,,,,,,,,
35,Hypochaeris radicata,,,,,,,,,,,
35,Lactuca serriola,,0.5,,,,,,,,,
35,Lolium multiflorum,,,,,,,,,,,
35,Lotus wrangelianus,,,,,,,,,,,
35,Lupinus bicolor,,,,,,,,,,,
35,Medicago polymorpha,,,,,,,,,,,
35,Melilotus indica,,,,,,,,,,,
35,Micropus californicus,,,,,,,,,,,
35,Microseris douglasii,,,,,,,,,,,
35,Plantago erecta,,,,,,,,,,,
35,Poa bulbosa,,,,,,,,,,,
35,Poa secunda,,,,,,,,,,,
35,Senecio vulgaris,,,,,,,,,,,
35,Taeniatherum caput-medusae,,,,,,,,,,,
35,Trifolium hirtum,,1,0.6,1.3,0.4,,,,,,
35,Triteleia laxa,,,,,,,,,,,
35,Vicia villosa,14,,,,13,,,,,,
35,Vulpia myuros,,,,,,,,,,,
36,Achyrachaena mollis,,,,,,,,,,,
36,Amsinckia menziesii,,,,,,,,,,,
36,Astragalus gambelianus,,,,,,,,,,,
36,Athysanus pusillus,,,,,,,,,,,
36,Avena fatua,65,65,85,90,50,,,,,,
36,Brodiaea elegans,,,,,,,,,,,
36,Bromus diandrus,,0.1,,,6,,,,,,
36,Bromus hordeaceus,,,,,1,,,,,,
36,Bromus madritensis,,,,,,,,,,,
36,Capsella bursa-pastoris,,,,,,,,,,,
36,Castilleja attenuata,,,,,,,,,,,
36,Centaurea melitensis,,,,,,,,,,,
36,Centaurea solstitialis,8,5,4,5,0.2,,,,,,
36,Cerastium glomeratum,,,,,,,,,,,
36,Clarkia purpurea,,,,,,,,,,,
36,Crassula connata,,,,,,,,,,,
36,Dichelostemma capitatum,,,,,,,,,,,
36,Erodium botrys,,,,,,,,,,,
36,Erodium brachycarpum,0.2,,,,1.8,,,,,,
36,Erodium cicutarium,0.4,,,,,,,,,,
36,Eschscholzia californica,,,,,,,,,,,
36,Filago gallica,,,,,2.5,,,,,,
36,Geranium dissectum,,,,,,,,,,,
36,Gnaphalium californicum,,,,,,,,,,,
36,Holocarpha virgata,0.6,,,,,,,,,,
36,Hordeum murinum,,,,,,,,,,,
36,Hypochaeris glabra,,,,,,,,,,,
36,Lactuca serriola,,,,,,,,,,,
36,Layia platyglossa,,,,,,,,,,,
36,Lepidium nitidum,,,,,,,,,,,
36,Lolium multiflorum,,,,,,,,,,,
36,Lotus humistratus,,,,,,,,,,,
36,Lupinus bicolor,,,,,,,,,,,
36,Lupinus microcarpus,,,,,,,,,,,
36,Medicago polymorpha,,,,,,,,,,,
36,Nassella pulchra,,,,,,,,,,,
36,Phlox gracilis,,,,,,,,,,,
36,Plagiobothrys nothofulvus,,,,,,,,,,,
36,Plantago erecta,,,,,,,,,,,
36,Poa bulbosa,,,,,,,,,,,
36,Senecio vulgaris,,,,,,,,,,,
36,Silene gallica,,,,,,,,,,,
36,Taeniatherum caput-medusae,,,,,,,,,,,
36,Trifolium albopurpureum,,,,,,,,,,,
36,Trifolium gracilentum,,,,,,,,,,,
36,Trifolium hirtum,,,,,1,,,,,,
36,Triphysaria eriantha,,,,,,,,,,,
36,Vulpia myuros,,,,,,,,,,,
37,Achyrachaena mollis,,,,,,,,,,,
37,Agoseris heterophylla,,,,,,,,,,,
37,Allophyllum gilioides,,,,,,,,,,,
37,Amsinckia menziesii,,,,,,,,,,,
37,Avena fatua,85,70,25,35,75,,,,,,
37,Bromus diandrus,,,,1,7,,,,,,
37,Bromus hordeaceus,,,,1,1,,,,,,
37,Bromus madritensis,,,1,8,,,,,,,
37,Calandrinia ciliata,,,,,,,,,,,
37,Centaurea melitensis,,,,,,,,,,,
37,Centaurea solstitialis,,0.2,20,2,20,,,,,,
37,Clarkia purpurea,,,,,,,,,,,
37,Cryptantha hispidula,,,,,,,,,,,
37,Dichelostemma capitatum,,,,,,,,,,,
37,Eremocarpus setigerus,,,,,,,,,,,
37,Erodium botrys,,,,,,,,,,,
37,Erodium brachycarpum,,,,3,3.5,,,,,,
37,Erodium cicutarium,,,0.2,,,,,,,,
37,Euphorbia crenulata,,,,,,,,,,,
37,Filago gallica,,,3.5,1,0.6,,,,,,
37,Geranium dissectum,,,,,,,,,,,
37,Hieracium albiflorum,,,,,,,,,,,
37,Holocarpha virgata,,,,,,,,,,,
37,Hordeum marinum,,,,,,,,,,,
37,Hypochaeris glabra,,,,,,,,,,,
37,Lactuca serriola,,,,,,,,,,,
37,Lepidium nitidum,,,,,,,,,,,
37,Lolium multiflorum,,,,,,,,,,,
37,Lotus humistratus,,,,,,,,,,,
37,Lotus wrangelianus,,,0.2,,,,,,,,
37,Lupinus bicolor,,,,,1,,,,,,
37,Lupinus microcarpus,25,,,,,,,,,,
37,Lupinus succulentus,,,,,,,,,,,
37,Medicago polymorpha,,,,,,,,,,,
37,Plagiobothrys nothofulvus,,,,,,,,,,,
37,Plantago erecta,,,,,,,,,,,
37,Poa bulbosa,,,,,,,,,,,
37,Silene gallica,,,,,,,,,,,
37,Taeniatherum caput-medusae,,,,,,,,,,,
37,Trifolium bifidum,,,,,,,,,,,
37,Trifolium gracilentum,,,,,,,,,,,
37,Trifolium hirtum,,,0.5,,0.8,,,,,,
37,Trifolium microcephalum,,,,,,,,,,,
37,Vicia villosa,,,,2,,,,,,,
37,Vulpia myuros,,,,,,,,,,,
38,Agoseris heterophylla,,,,,,,,,,,
38,Aira caryophyllea,,,,,,,,,,,
38,Aphanes occidentalis,,,,,,,,,,,
38,Astragalus gambelianus,,,,,,,,,,,
38,Athysanus pusillus,,,,0.2,0.1,,,,,,
38,Avena fatua,,0.1,,5,,,,,,,
38,Bromus diandrus,2,,,,,flowering,,,,,
38,Bromus hordeaceus,10,20,10,2,15,flowering,,,,,
38,Bromus madritensis,,0.1,3,,,flowering,,,,,
38,Calandrinia ciliata,,,,,,,,,,,
38,Cardamine oligosperma,,,,,,,,,,,
38,Castilleja attenuata,,0.2,0.6,,,,,,,,
38,Centaurea solstitialis,12,1,2,,,,,,,,
38,Cerastium glomeratum,,,,0.4,,,,,,,
38,Chlorogalum pomeridianum,,,,,,,,,,,
38,Clarkia purpurea,0.2,0.1,0.2,0.2,,,,,,,
38,Claytonia parviflora,,,,,,,,,,,
38,Cryptantha hispidula,0.1,,,,,,,,,,
38,Cynosurus echinatus,,,,,,,,,,,
38,Daucus pusillus,,,,,,,,,,,
38,Dichelostemma capitatum,,,,,0.3,,,,,,
38,Dodecatheon hendersonii,,,,,,,,,,,
38,Epilobium brachycarpum,,,,,,,,,,,
38,Eremocarpus setigerus,,,,,,,,,,,
38,Erodium botrys,,2,,,,,,,,,
38,Erodium brachycarpum,9,5,4,2,,,,,,,
38,Erodium cicutarium,3,12,,14,,,,,,,
38,Euphorbia crenulata,,,,,,,,,,,
38,Filago gallica,,0.1,0.1,,0.1,,,,,,
38,Galium aparine,,,,,,,,,,,
38,Galium murale,3,0.3,0.1,0.5,3,,,,,,
38,Gastridium ventricosum,,,,,,,,,,,
38,Geranium dissectum,,,,,,,,,,,
38,Geranium molle,,,,,2,,,,,,
38,Gilia tricolor,,,2,,,,,,,,
38,Hemizonia congesta,,,,,,,,,,,
38,Holocarpha virgata,1,23,2,1,,,,,,,
38,Hypochaeris glabra,12,10,9,21,0.5,,,,,,
38,Lactuca serriola,0.3,,,,5,,,,,,
38,Lepidium nitidum,,,,,,,,,,,
38,Linanthus bicolor,,,,,,,,,,,
38,Linanthus ciliatus,,,,,,,,,,,
38,Lithophragma heterophyllum,,,,,,,,,,,
38,Lotus humistratus,,,,,,,,,,,
38,Lotus wrangelianus,0.2,0.1,,,,,,,,,
38,Lupinus bicolor,14,25,20,31,0.2,,,,,,
38,Centaurea melitensis,,,2,,,,,,,,
38,Eschscholzia californica,0.1,,,,,,,,,,
38,Micropus californicus,,0.6,0.2,1,0.5,,,,,,
38,Minuartia californica,,,,,,,,,,,
38,Minuartia sp.,,,,,,,,,,,
38,Nassella pulchra,,,,,,,,,,,
38,Navarretia pubescens,,,,,,,,,,,
38,Navarretia viscidula,,,,,,,,,,,
38,Plagiobothrys nothofulvus,,,,,,,,,,,
38,Plantago erecta,0.2,7,15,2,,,,,,,
38,Ranunculus occidentalis,,,,,,,,,,,
38,Sagina apetala,,,,,,,,,,,
38,Sanicula bipinnatifida,,,,,2,,,,,,
38,Sanicula crassicaulis,,,,,,,,,,,
38,Senecio vulgaris,,,,,,,,,,,
38,Silene gallica,,,,,,,,,,,
38,Taeniatherum caput-medusae,75,0.1,0.1,50,,,,,,,
