Site,Soil,Species,Species_new,Species_notes,years,Max(Year),11/1/2012,11/5/2012,11/15/2012,11/27/2012,12/11/2012,12/12/2012,1/14/2013,1/17/2013,1/22/2013,2/5/2013,2/7/2013,1/31/2013,2/11/2013,2/21/2013,2/22/2013,3/4/2013,3/16/2013,3/26/2013,4/12/2013,6/9/2013,9/9/2013,10/4/2013,10/16/2013,11/1/2013,11/13/2013,11/25/2013,12/16/2013,1/3/2014,1/22/2014,5/20/2014,7/22/2014,SUM
71,Nonserp,Torilis arvensis,Torilis arvensis,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
71,Nonserp,Trifolium bifidum,Trifolium bifidum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
71,Nonserp,Trifolium depauperatum,Trifolium depauperatum,,1,2011,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2
71,Nonserp,Trifolium gracilentum,Trifolium gracilentum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
71,Nonserp,Trifolium hirtum,Trifolium hirtum,,0,2012,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
71,Nonserp,Trifolium microcephalum,Trifolium microcephalum,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
71,Nonserp,Trifolium microdon,Trifolium microdon,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
71,Nonserp,Vicia villosa,Vicia villosa,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
71,Nonserp,Vulpia microstachys,Vulpia microstachys,,0,2012,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,10
71,Nonserp,Vulpia myuros,Vulpia myuros,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
71,Nonserp,Wyethia glabra,Wyethia glabra,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Achyrachaena mollis,Achyrachaena mollis,,NA,NEW,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
72,Nonserp,Amsinckia menziesii,Amsinckia menziesii,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Aphanes occidentalis,Aphanes occidentalis,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Athysanus pusillus,Athysanus pusillus,,2,2010,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2
72,Nonserp,Avena barbata,Avena fatua,Merged with Avena fatua,NA,NEW,1,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
72,Nonserp,Avena fatua,Avena fatua,,0,2012,1,,4,7,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,16
72,Nonserp,Brodiaea elegans,Brodiaea elegans,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Bromus diandrus,Bromus diandrus,,0,2012,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,3
72,Nonserp,Bromus hordeaceus,Bromus hordeaceus,,0,2012,,,,,,,,2,,,5,,,,,,,,,,,,,,,,,,,,,7
72,Nonserp,Bromus madritensis,Bromus madritensis,,0,2012,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,3
72,Nonserp,Cardamine oligosperma,Cardamine oligosperma,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Carduus pycnocephalus,Carduus pycnocephalus,,0,2012,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
72,Nonserp,Castilleja attenuata,Castilleja attenuata,,NA,NEW,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
72,Nonserp,Castilleja densiflora,Castilleja densiflora,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Centaurea solstitialis,Centaurea solstitialis,,0,2012,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,8
72,Nonserp,Cerastium glomeratum,Cerastium glomeratum,,11,2001,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2
72,Nonserp,Chlorogalum pomeridianum,Chlorogalum pomeridianum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Cirsium vulgare,Cirsium vulgare,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Clarkia purpurea,Clarkia purpurea,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
72,Nonserp,Daucus pusillus,Daucus pusillus,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Dichelostemma capitatum,Dichelostemma capitatum,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Elymus elymoides,Elymus elymoides,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Epilobium brachycarpum,Epilobium brachycarpum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Erodium botrys,Erodium botrys,,10,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Erodium brachycarpum,Erodium brachycarpum,,1,2011,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
72,Nonserp,Erodium cicutarium,Erodium cicutarium,,0,2012,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10
72,Nonserp,Galium aparine,Galium aparine,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Galium murale,Galium murale,,0,2012,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,2
72,Nonserp,Geranium dissectum,Geranium dissectum,,0,2012,,,10,10,,,,,,,,,,,,,,,,,,1,,,,,,,,,,21
72,Nonserp,Holocarpha virgata,Holocarpha virgata,,0,2012,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
72,Nonserp,Hypochaeris glabra,Hypochaeris glabra,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Lactuca serriola,Lactuca serriola,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Lolium multiflorum,Lolium multiflorum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Lotus wrangelianus,Lotus wrangelianus,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Lupinus bicolor,Lupinus bicolor,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Madia exigua,Madia exigua,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Madia gracilis,Madia gracilis,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Medicago polymorpha,Medicago polymorpha,,0,2012,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2
72,Nonserp,Nassella pulchra,Nassella pulchra,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Navarretia pubescens,Navarretia pubescens,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Nemophila heterophylla,Nemophila heterophylla,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Nemophila menziesii,Nemophila menziesii,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Plagiobothrys nothofulvus,Plagiobothrys nothofulvus,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Senecio vulgaris,Senecio vulgaris,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Taeniatherum caput-medusae,Taeniatherum caput-medusae,,0,2012,,,,11,,,,,,2,9,,,,1,,,,,,,,,,,,,,,,,23
72,Nonserp,Torilis arvensis,Torilis arvensis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Trifolium depauperatum,Trifolium depauperatum,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Trifolium gracilentum,Trifolium gracilentum,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Trifolium hirtum,Trifolium hirtum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,Nonserp,Trifolium microdon,Trifolium microdon,,1,2011,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,2
72,Nonserp,Wyethia glabra,Wyethia glabra,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Achillea millefolium,Achillea millefolium,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Achyrachaena mollis,Achyrachaena mollis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Allium serra,Allium serra,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Amsinckia menziesii,Amsinckia menziesii,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Athysanus pusillus,Athysanus pusillus,,2,2010,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
73,Nonserp,Avena barbata,Avena fatua,Merged with Avena fatua,NA,NEW,,,8,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,12
73,Nonserp,Avena fatua,Avena fatua,,0,2012,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
73,Nonserp,Bromus diandrus,Bromus diandrus,,0,2012,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3
73,Nonserp,Bromus hordeaceus,Bromus hordeaceus,,0,2012,,,,,,,,3,3,,,,,,1,,,,,,,,,,,,,,,,,7
73,Nonserp,Bromus madritensis,Bromus madritensis,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Carduus pycnocephalus,Carduus pycnocephalus,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Castilleja exserta,Castilleja exserta,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Centaurea solstitialis,Centaurea solstitialis,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Cerastium glomeratum,Cerastium glomeratum,,10,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
73,Nonserp,Chlorogalum pomeridianum,Chlorogalum pomeridianum,,10,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Cirsium vulgare,Cirsium vulgare,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Clarkia purpurea,Clarkia purpurea,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Claytonia parviflora,Claytonia parviflora,,10,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Collinsia sparsiflora,Collinsia sparsiflora,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Cryptantha hispidula,Cryptantha hispidula,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Dactylis glomerata,Dactylis glomerata,,0,2012,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,4
73,Nonserp,Delphinium variegatum,Delphinium variegatum,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Dichelostemma capitatum,Dichelostemma capitatum,,0,2012,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
73,Nonserp,Elymus elymoides,Elymus elymoides,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Epilobium brachycarpum,Epilobium brachycarpum,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Erodium brachycarpum,Erodium brachycarpum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Erodium cicutarium,Erodium cicutarium,,0,2012,,,3,1,2,,,,2,,,,,,,,,,,,,,,,,,1,,,,,9
73,Nonserp,Galium aparine,Galium aparine,,2,2010,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,2
73,Nonserp,Galium murale,Galium murale,,0,2012,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,5
73,Nonserp,Geranium dissectum,Geranium dissectum,,0,2012,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
73,Nonserp,Geranium molle,Geranium molle,,0,2012,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,3
73,Nonserp,Holocarpha virgata,Holocarpha virgata,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Hypochaeris glabra,Hypochaeris glabra,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Lactuca serriola,Lactuca serriola,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Linanthus bicolor,Linanthus bicolor,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Lithophragma heterophyllum,Lithophragma heterophyllum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Lolium multiflorum,Lolium multiflorum,,0,2012,,,,,1,,,8,,,,,,,,1,,,,,,,,,,,,,,,,10
73,Nonserp,Lomatium utriculatum,Lomatium utriculatum,,10,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Lotus wrangelianus,Lotus wrangelianus,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2
73,Nonserp,Lupinus bicolor,Lupinus bicolor,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
73,Nonserp,Lupinus nanus,Lupinus bicolor,Merge with bicolor,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Madia elegans,Madia elegans,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Madia exigua,Madia exigua,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Madia gracilis,Madia gracilis,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Medicago polymorpha,Medicago polymorpha,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Melica californica,Melica californica,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Nassella pulchra,Nassella pulchra,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Navarretia pubescens,Navarretia pubescens,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Nemophila menziesii,Nemophila menziesii,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Pectocarya pusilla,Pectocarya pusilla,,4,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Phalaris paradoxa,Phalaris paradoxa,,5,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Phlox gracilis,Phlox gracilis,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Plantago erecta,Plantago erecta,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Poa secunda,Poa secunda,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Sanicula bipinnata,Sanicula bipinnata,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Senecio vulgaris,Senecio vulgaris,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Sisymbrium officinale,Sisymbrium officinale,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Taeniatherum caput-medusae,Taeniatherum caput-medusae,,0,2012,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,7
73,Nonserp,Torilis arvensis,Torilis arvensis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Trifolium albopurpureum,Trifolium albopurpureum,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Trifolium bifidum,Trifolium bifidum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
73,Nonserp,Trifolium gracilentum,Trifolium gracilentum,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Trifolium hirtum,Trifolium hirtum,,0,2012,,,12,6,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,21
73,Nonserp,Trifolium microcephalum,Trifolium microcephalum,,NA,NEW,,,,3,2,,,,,,,,,,,,,,,,,,,,,2,1,,,,,8
73,Nonserp,Trifolium microdon,Trifolium microdon,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
73,Nonserp,Triteleia laxa,Triteleia laxa,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
73,Nonserp,Vulpia microstachys,Vulpia microstachys,,2,2010,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2
73,Nonserp,Vulpia myuros,Vulpia myuros,,0,2012,,,,,,,,,,,12,,,,2,,,,,,,,,,,,,,,,,14
74,Nonserp,Amsinckia menziesii,Amsinckia menziesii,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Aphanes occidentalis,Aphanes occidentalis,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Astragalus breweri,Astragalus breweri,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Astragalus gambelianus,Astragalus gambelianus,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Avena barbata,Avena fatua,Merged with Avena fatua,NA,NEW,6,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
74,Nonserp,Avena fatua,Avena fatua,,0,2012,4,,5,12,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,23
74,Nonserp,Brodiaea elegans,Brodiaea elegans,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Bromus diandrus,Bromus diandrus,,2,2010,,,,,,,,,,,6,,,,2,,,,,,,,,,,,,,,,,8
74,Nonserp,Bromus hordeaceus,Bromus hordeaceus,,0,2012,,,,,,,,12,,,16,,,,1,,,,,,,,,,,,,,,,,29
74,Nonserp,Bromus madritensis,Bromus madritensis,,0,2012,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
74,Nonserp,Carduus pycnocephalus,Carduus pycnocephalus,,0,2012,,,3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5
74,Nonserp,Castilleja attenuata,Castilleja attenuata,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Castilleja densiflora,Castilleja densiflora,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Centaurea solstitialis,Centaurea solstitialis,,0,2012,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
74,Nonserp,Cerastium glomeratum,Cerastium glomeratum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Clarkia purpurea,Clarkia purpurea,,2,2010,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
74,Nonserp,Daucus pusillus,Daucus pusillus,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Dichelostemma capitatum,Dichelostemma capitatum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Elytrigia repens,Elytrigia repens,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Epilobium brachycarpum,Epilobium brachycarpum,,4,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Erodium botrys,Erodium botrys,,10,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Erodium brachycarpum,Erodium brachycarpum,,3,2009,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
74,Nonserp,Erodium cicutarium,Erodium cicutarium,,0,2012,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
74,Nonserp,Galium aparine,Galium aparine,,6,2006,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
74,Nonserp,Galium murale,Galium murale,,0,2012,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,1,,,5
74,Nonserp,Gastridium ventricosum,Gastridium ventricosum,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Geranium dissectum,Geranium dissectum,,0,2012,,,5,2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,9
74,Nonserp,Geranium molle,Geranium molle,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Holocarpha virgata,Holocarpha virgata,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Hypochaeris glabra,Hypochaeris glabra,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Juncus bufonius,Juncus bufonius,,NA,NEW,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,2
74,Nonserp,Lactuca serriola,Lactuca serriola,,3,2009,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
74,Nonserp,Lolium multiflorum,Lolium multiflorum,,0,2012,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2
74,Nonserp,Lotus wrangelianus,Lotus wrangelianus,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Lupinus bicolor,Lupinus bicolor,,0,2012,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2
74,Nonserp,Lupinus succulentus,Lupinus succulentus,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Medicago polymorpha,Medicago polymorpha,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Melilotus indica,Melilotus indica,,11,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Nassella pulchra,Nassella pulchra,,3,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Plagiobothrys nothofulvus,Plagiobothrys nothofulvus,,2,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Senecio vulgaris,Senecio vulgaris,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Sidalcea diploscypha,Sidalcea diploscypha,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Taeniatherum caput-medusae,Taeniatherum caput-medusae,,0,2012,,,,20,,,,32,,,7,,,,1,1,,,,,,,,,,,,,,,,61
74,Nonserp,Torilis arvensis,Torilis arvensis,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Trifolium dubium,Trifolium dubium,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Trifolium gracilentum,Trifolium gracilentum,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Trifolium hirtum,Trifolium hirtum,,0,2012,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
74,Nonserp,Trifolium microdon,Trifolium microdon,,9,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
74,Nonserp,Vicia villosa,Vicia villosa,,0,2012,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
74,Nonserp,Vulpia microstachys,Vulpia microstachys,,NA,NEW,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
74,Nonserp,Vulpia myuros,Vulpia myuros,,12,2000,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,14
75,Nonserp,Achyrachaena mollis,Achyrachaena mollis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
75,Nonserp,Agoseris heterophylla,Agoseris heterophylla,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
75,Nonserp,Amsinckia menziesii,Amsinckia menziesii,,4,2008,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
75,Nonserp,Aphanes occidentalis,Aphanes occidentalis,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
75,Nonserp,Astragalus gambelianus,Astragalus gambelianus,,2,2010,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
75,Nonserp,Athysanus pusillus,Athysanus pusillus,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
75,Nonserp,Avena barbata,Avena fatua,Merged with Avena fatua,NA,NEW,2,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
75,Nonserp,Avena fatua,Avena fatua,,0,2012,2,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4
75,Nonserp,Bromus diandrus,Bromus diandrus,,1,2011,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2
75,Nonserp,Bromus hordeaceus,Bromus hordeaceus,,0,2012,,,1,,,,,5,,5,2,,,,,,,,,,,,,,,,,,,,,13
75,Nonserp,Bromus madritensis,Bromus madritensis,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
75,Nonserp,Carduus pycnocephalus,Carduus pycnocephalus,,0,2012,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3
75,Nonserp,Castilleja densiflora,Castilleja densiflora,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
75,Nonserp,Centaurea solstitialis,Centaurea solstitialis,,0,2012,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4
75,Nonserp,Cerastium glomeratum,Cerastium glomeratum,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
75,Nonserp,Clarkia purpurea,Clarkia purpurea,,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
75,Nonserp,Claytonia parviflora,Claytonia parviflora,,8,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
75,Nonserp,Collinsia sparsiflora,Collinsia sparsiflora,,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
75,Nonserp,Crassula connata,Crassula connata,,NA,NEW,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5
75,Nonserp,Daucus pusillus,Daucus pusillus,,12,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
75,Nonserp,Delphinium variegatum,Delphinium variegatum,,6,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
