"site","Serpentine","Grass.Forb","Species_Name","Year","Count"
15,"S","Forb","Micropus californicus",2012,6
25,"N","Forb","Micropus californicus",2014,63
78,"N","Forb","Micropus californicus",2014,3
23,"S","Forb","Micropus californicus",2012,1
54,"N","Forb","Micropus californicus",2014,2
51,"N","Forb","Micropus californicus",2014,2
31,"S","Forb","Micropus californicus",2012,1
63,"N","Forb","Micropus californicus",2014,9
36,"N","Forb","Micropus californicus",2012,1
7,"S","Forb","Micropus californicus",2012,1
62,"N","Forb","Micropus californicus",2012,1
10,"S","Forb","Micropus californicus",2014,18
11,"S","Forb","Micropus californicus",2012,1
38,"N","Forb","Micropus californicus",2012,2
7,"S","Forb","Micropus californicus",2014,93
35,"N","Forb","Micropus californicus",2012,2
22,"S","Forb","Micropus californicus",2014,3
57,"N","Forb","Micropus californicus",2012,2
15,"S","Forb","Micropus californicus",2014,46
22,"S","Forb","Micropus californicus",2012,6
63,"N","Forb","Micropus californicus",2012,12
56,"N","Forb","Micropus californicus",2014,12
57,"N","Forb","Micropus californicus",2014,2
25,"N","Forb","Micropus californicus",2012,1
19,"S","Forb","Micropus californicus",2012,2
30,"S","Forb","Micropus californicus",2014,1
39,"N","Forb","Micropus californicus",2012,2
23,"S","Forb","Micropus californicus",2014,6
11,"S","Forb","Micropus californicus",2014,2
29,"S","Forb","Micropus californicus",2012,1
59,"N","Forb","Micropus californicus",2012,4
12,"S","Forb","Micropus californicus",2012,12
27,"S","Forb","Micropus californicus",2014,4
44,"S","Forb","Microseris douglasii",2012,1
21,"S","Forb","Microseris douglasii",2014,31
33,"S","Forb","Microseris douglasii",2012,2
15,"S","Forb","Microseris douglasii",2014,1
19,"S","Forb","Microseris douglasii",2012,17
10,"S","Forb","Microseris douglasii",2012,1
18,"S","Forb","Microseris douglasii",2012,1
24,"S","Forb","Microseris douglasii",2014,20
5,"S","Forb","Microseris douglasii",2014,1
12,"S","Forb","Microseris douglasii",2012,3
63,"N","Forb","Microseris douglasii",2012,1
23,"S","Forb","Microseris douglasii",2014,22
39,"N","Forb","Microseris douglasii",2012,1
28,"S","Forb","Microseris douglasii",2014,1
30,"S","Forb","Microseris douglasii",2014,3
12,"S","Forb","Microseris douglasii",2014,6
44,"S","Forb","Microseris douglasii",2014,4
38,"N","Forb","Microseris douglasii",2012,3
26,"S","Forb","Microseris douglasii",2012,8
68,"N","Forb","Microseris douglasii",2012,1
14,"S","Forb","Microseris douglasii",2012,1
26,"S","Forb","Microseris douglasii",2014,1
65,"N","Forb","Microseris douglasii",2012,1
2,"S","Forb","Microseris douglasii",2012,1
47,"S","Forb","Microseris douglasii",2014,1
21,"S","Forb","Microseris douglasii",2012,5
27,"S","Forb","Microseris douglasii",2012,5
19,"S","Forb","Microseris douglasii",2014,5
3,"S","Forb","Microseris douglasii",2014,1
24,"S","Forb","Microseris douglasii",2012,1
7,"S","Forb","Microseris douglasii",2012,2
29,"S","Forb","Microseris douglasii",2012,2
23,"S","Forb","Microseris douglasii",2012,3
13,"S","Forb","Microseris douglasii",2014,1
6,"S","Forb","Microseris douglasii",2014,4
31,"S","Forb","Microseris douglasii",2012,4
31,"S","Forb","Mimulus douglasii",2014,2
27,"S","Forb","Mimulus douglasii",2014,3
9,"S","Forb","Mimulus guttatus",2012,5
27,"S","Forb","Mimulus guttatus",2014,1
9,"S","Forb","Mimulus guttatus",2014,1
28,"S","Forb","Mimulus guttatus",2014,1
54,"N","Forb","Mimulus guttatus",2014,1
78,"N","Forb","Mimulus guttatus",2014,1
7,"S","Forb","Mimulus guttatus",2014,3
7,"S","Forb","Mimulus guttatus",2012,5
13,"S","Forb","Minuartia californica",2014,2
12,"S","Forb","Minuartia californica",2014,1
12,"S","Forb","Minuartia californica",2012,2
2,"S","Forb","Minuartia douglasii",2014,1
2,"S","Forb","Minuartia douglasii",2012,2
68,"N","Grass","Nassella pulchra",2012,1
17,"N","Grass","Nassella pulchra",2012,4
54,"N","Grass","Nassella pulchra",2012,7
4,"S","Grass","Nassella pulchra",2012,8
6,"S","Grass","Nassella pulchra",2012,4
19,"S","Grass","Nassella pulchra",2012,1
78,"N","Grass","Nassella pulchra",2012,2
5,"S","Grass","Nassella pulchra",2012,1
59,"N","Grass","Nassella pulchra",2012,3
8,"S","Grass","Nassella pulchra",2012,4
33,"S","Grass","Nassella pulchra",2012,4
31,"S","Grass","Nassella pulchra",2012,3
6,"S","Forb","Navarretia jepsonii",2014,1
48,"S","Forb","Navarretia jepsonii",2014,1
55,"S","Forb","Navarretia jepsonii",2014,7
2,"S","Forb","Navarretia jepsonii",2014,6
14,"S","Forb","Navarretia jepsonii",2012,1
7,"S","Forb","Navarretia jepsonii",2014,6
12,"S","Forb","Navarretia jepsonii",2012,2
12,"S","Forb","Navarretia jepsonii",2014,14
18,"S","Forb","Navarretia jepsonii",2012,2
39,"N","Forb","Navarretia jepsonii",2014,1
14,"S","Forb","Navarretia jepsonii",2014,5
9,"S","Forb","Navarretia jepsonii",2014,2
57,"N","Forb","Navarretia pubescens",2012,1
9,"S","Forb","Navarretia pubescens",2014,2
51,"N","Forb","Navarretia pubescens",2014,2
12,"S","Forb","Navarretia pubescens",2014,3
11,"S","Forb","Navarretia pubescens",2014,1
75,"N","Forb","Navarretia pubescens",2014,1
39,"N","Forb","Navarretia pubescens",2012,1
49,"S","Forb","Navarretia pubescens",2014,1
45,"S","Forb","Navarretia pubescens",2014,2
8,"S","Forb","Nemophila menziesii",2014,1
54,"N","Forb","Pectocarya pusilla",2012,1
69,"N","Grass","Phalaris paradoxa",2014,1
76,"N","Grass","Phalaris paradoxa",2014,1
71,"N","Forb","Phlox gracilis",2012,1
6,"S","Forb","Phlox gracilis",2014,3
47,"S","Forb","Plantago erecta",2014,1
36,"N","Forb","Plantago erecta",2014,5
10,"S","Forb","Plantago erecta",2014,59
48,"S","Forb","Plantago erecta",2012,3
10,"S","Forb","Plantago erecta",2012,39
3,"S","Forb","Plantago erecta",2012,11
39,"N","Forb","Plantago erecta",2014,4
7,"S","Forb","Plantago erecta",2014,80
4,"S","Forb","Plantago erecta",2012,10
2,"S","Forb","Plantago erecta",2012,9
71,"N","Forb","Plantago erecta",2012,1
3,"S","Forb","Plantago erecta",2014,4
11,"S","Forb","Plantago erecta",2014,1
48,"S","Forb","Plantago erecta",2014,14
33,"S","Forb","Plantago erecta",2014,18
22,"S","Forb","Plantago erecta",2012,2
31,"S","Forb","Plantago erecta",2012,6
55,"S","Forb","Plantago erecta",2012,18
27,"S","Forb","Plantago erecta",2012,26
17,"N","Forb","Plantago erecta",2014,1
23,"S","Forb","Plantago erecta",2012,1
11,"S","Forb","Plantago erecta",2012,6
12,"S","Forb","Plantago erecta",2012,14
25,"N","Forb","Plantago erecta",2012,11
38,"N","Forb","Plantago erecta",2014,1
5,"S","Forb","Plantago erecta",2014,4
29,"S","Forb","Plantago erecta",2012,3
5,"S","Forb","Plantago erecta",2012,2
56,"N","Forb","Plantago erecta",2012,3
26,"S","Forb","Plantago erecta",2014,43
69,"N","Forb","Plantago erecta",2012,1
9,"S","Forb","Plantago erecta",2014,3
17,"N","Forb","Plantago erecta",2012,2
26,"S","Forb","Plantago erecta",2012,6
19,"S","Forb","Plantago erecta",2012,1
27,"S","Forb","Plantago erecta",2014,76
31,"S","Forb","Plantago erecta",2014,1
22,"S","Forb","Plantago erecta",2014,5
6,"S","Forb","Plantago erecta",2012,1
4,"S","Forb","Plantago erecta",2014,10
19,"S","Forb","Plantago erecta",2014,1
6,"S","Forb","Plantago erecta",2014,6
75,"N","Forb","Plantago erecta",2012,2
28,"S","Forb","Plantago erecta",2014,16
66,"N","Forb","Plantago erecta",2012,1
7,"S","Forb","Plantago erecta",2012,4
16,"S","Forb","Plantago erecta",2012,7
57,"N","Forb","Plantago erecta",2012,14
63,"N","Forb","Plantago erecta",2014,7
28,"S","Forb","Plantago erecta",2012,7
14,"S","Forb","Plantago erecta",2014,21
15,"S","Forb","Plantago erecta",2012,1
2,"S","Forb","Plantago erecta",2014,25
13,"S","Forb","Plantago erecta",2014,27
24,"S","Forb","Plantago erecta",2014,5
45,"S","Forb","Plantago erecta",2014,3
16,"S","Forb","Plantago erecta",2014,72
42,"N","Forb","Plantago erecta",2014,1
29,"S","Forb","Plantago erecta",2014,4
57,"N","Forb","Plantago erecta",2014,2
18,"S","Forb","Plantago erecta",2012,4
23,"S","Forb","Plantago erecta",2014,3
18,"S","Forb","Plantago erecta",2014,2
1,"S","Forb","Plantago erecta",2012,2
56,"N","Forb","Plantago erecta",2014,4
15,"S","Forb","Plantago erecta",2014,3
39,"N","Forb","Plantago erecta",2012,4
66,"N","Forb","Plantago erecta",2014,1
49,"S","Forb","Plantago erecta",2012,3
33,"S","Forb","Plantago erecta",2012,1
49,"S","Forb","Plantago erecta",2014,21
38,"N","Forb","Plantago erecta",2012,5
55,"S","Forb","Plantago erecta",2014,50
13,"S","Forb","Plantago erecta",2012,8
71,"N","Forb","Plantago erecta",2014,4
8,"S","Forb","Plantago erecta",2014,1
25,"N","Forb","Plantago erecta",2014,34
12,"S","Forb","Plantago erecta",2014,39
8,"S","Forb","Plectritis ciliosa",2014,1
78,"N","Grass","Poa bulbosa",2012,7
41,"N","Grass","Poa bulbosa",2012,1
16,"S","Grass","Poa secunda",2012,4
10,"S","Grass","Poa secunda",2012,10
23,"S","Grass","Poa secunda",2012,1
31,"S","Grass","Poa secunda",2012,2
33,"S","Grass","Poa secunda",2012,3
59,"N","Grass","Polypogon monspeliensis",2012,2
9,"S","Grass","Polypogon monspeliensis",2014,2
78,"N","Grass","Polypogon monspeliensis",2014,1
5,"S","Grass","Polypogon monspeliensis",2014,1
22,"S","Forb","Ranunculus occidentalis",2014,1
54,"N","Forb","Ranunculus occidentalis",2014,1
24,"S","Forb","Ranunculus occidentalis",2012,1
2,"S","Forb","Rigiopappus leptocladus",2014,6
7,"S","Forb","Rigiopappus leptocladus",2014,16
15,"S","Forb","Rigiopappus leptocladus",2014,11
14,"S","Forb","Rigiopappus leptocladus",2012,2
4,"S","Forb","Rigiopappus leptocladus",2014,1
16,"S","Forb","Rigiopappus leptocladus",2014,7
55,"S","Forb","Rigiopappus leptocladus",2014,1
27,"S","Forb","Rigiopappus leptocladus",2014,2
13,"S","Forb","Rigiopappus leptocladus",2014,4
17,"N","Forb","Sagina apetala",2014,19
45,"S","Forb","Sagina apetala",2014,45
39,"N","Forb","Sagina apetala",2014,5
11,"S","Forb","Sagina apetala",2012,13
40,"N","Forb","Sagina apetala",2012,2
71,"N","Forb","Sagina apetala",2014,4
15,"S","Forb","Sagina apetala",2012,1
38,"N","Forb","Sagina apetala",2014,1
79,"N","Forb","Sagina apetala",2014,2
11,"S","Forb","Sagina apetala",2014,7
41,"N","Forb","Sagina apetala",2014,2
17,"N","Forb","Sagina apetala",2012,14
40,"N","Forb","Sagina apetala",2014,4
38,"N","Forb","Sagina apetala",2012,2
39,"N","Forb","Sagina apetala",2012,3
76,"N","Forb","Senecio vulgaris",2012,1
52,"N","Forb","Senecio vulgaris",2012,1
77,"N","Forb","Senecio vulgaris",2014,1
16,"S","Forb","Senecio vulgaris",2012,1
37,"N","Forb","Senecio vulgaris",2014,1
35,"N","Forb","Senecio vulgaris",2012,1
52,"N","Forb","Senecio vulgaris",2014,1
14,"S","Forb","Senecio vulgaris",2012,1
7,"S","Forb","Sidalcea diploscypha",2012,2
6,"S","Forb","Sidalcea diploscypha",2012,1
25,"N","Forb","Sidalcea diploscypha",2012,1
61,"N","Forb","Sidalcea diploscypha",2012,2
65,"N","Forb","Silene gallica",2014,13
37,"N","Forb","Silene gallica",2014,3
37,"N","Forb","Silene gallica",2012,1
66,"N","Forb","Silene gallica",2014,3
58,"N","Forb","Silene gallica",2014,1
38,"N","Forb","Silene gallica",2012,2
50,"N","Forb","Silene gallica",2012,5
64,"N","Forb","Silene gallica",2014,5
52,"N","Forb","Silene gallica",2014,1
38,"N","Forb","Silene gallica",2014,1
56,"N","Forb","Silene gallica",2014,1
50,"N","Forb","Silene gallica",2014,4
62,"N","Forb","Silene gallica",2014,1
15,"S","Forb","Silene gallica",2012,3
15,"S","Forb","Sisyrinchium bellum",2014,1
25,"N","Forb","Sisyrinchium bellum",2014,4
24,"S","Forb","Sisyrinchium bellum",2012,2
15,"S","Forb","Sisyrinchium bellum",2012,1
24,"S","Forb","Sisyrinchium bellum",2014,1
22,"S","Forb","Sisyrinchium bellum",2014,2
73,"N","Forb","Sisyrinchium bellum",2014,1
25,"N","Forb","Sisyrinchium bellum",2012,1
78,"N","Forb","Stellaria media",2014,2
19,"S","Forb","Stellaria nitens",2014,10
31,"S","Forb","Stellaria nitens",2012,1
33,"S","Forb","Stellaria nitens",2014,3
7,"S","Forb","Stellaria nitens",2012,2
20,"S","Forb","Stellaria nitens",2014,3
6,"S","Forb","Stellaria nitens",2014,2
25,"N","Forb","Stellaria nitens",2014,6
75,"N","Forb","Stellaria nitens",2014,1
33,"S","Forb","Stellaria nitens",2012,4
27,"S","Forb","Stellaria nitens",2012,1
55,"S","Forb","Stellaria nitens",2012,1
13,"S","Forb","Stellaria nitens",2012,1
14,"S","Forb","Stellaria nitens",2014,15
26,"S","Forb","Stellaria nitens",2014,1
30,"S","Forb","Stellaria nitens",2014,3
44,"S","Forb","Stellaria nitens",2014,1
2,"S","Forb","Stellaria nitens",2012,2
4,"S","Forb","Stellaria nitens",2014,2
41,"N","Forb","Stellaria nitens",2014,1
30,"S","Forb","Stellaria nitens",2012,1
6,"S","Forb","Stellaria nitens",2012,3
14,"S","Forb","Stellaria nitens",2012,2
28,"S","Forb","Stellaria nitens",2012,1
4,"S","Forb","Stellaria nitens",2012,4
60,"N","Grass","Taeniatherum caput-medusae",2012,27
69,"N","Grass","Taeniatherum caput-medusae",2012,3
35,"N","Grass","Taeniatherum caput-medusae",2012,5
57,"N","Grass","Taeniatherum caput-medusae",2012,32
65,"N","Grass","Taeniatherum caput-medusae",2012,13
10,"S","Grass","Taeniatherum caput-medusae",2014,1
77,"N","Grass","Taeniatherum caput-medusae",2012,11
46,"S","Grass","Taeniatherum caput-medusae",2012,1
8,"S","Grass","Taeniatherum caput-medusae",2014,1
17,"N","Grass","Taeniatherum caput-medusae",2012,2
68,"N","Grass","Taeniatherum caput-medusae",2012,10
11,"S","Grass","Taeniatherum caput-medusae",2012,27
11,"S","Grass","Taeniatherum caput-medusae",2014,3
66,"N","Grass","Taeniatherum caput-medusae",2012,60
42,"N","Grass","Taeniatherum caput-medusae",2012,6
78,"N","Grass","Taeniatherum caput-medusae",2014,2
4,"S","Grass","Taeniatherum caput-medusae",2012,3
48,"S","Grass","Taeniatherum caput-medusae",2012,11
74,"N","Grass","Taeniatherum caput-medusae",2014,1
47,"S","Grass","Taeniatherum caput-medusae",2012,8
8,"S","Grass","Taeniatherum caput-medusae",2012,1
45,"S","Grass","Taeniatherum caput-medusae",2012,4
75,"N","Grass","Taeniatherum caput-medusae",2012,3
52,"N","Grass","Taeniatherum caput-medusae",2012,5
41,"N","Grass","Taeniatherum caput-medusae",2012,4
42,"N","Grass","Taeniatherum caput-medusae",2014,3
68,"N","Grass","Taeniatherum caput-medusae",2014,2
38,"N","Grass","Taeniatherum caput-medusae",2012,18
43,"N","Grass","Taeniatherum caput-medusae",2012,38
78,"N","Grass","Taeniatherum caput-medusae",2012,63
22,"S","Grass","Taeniatherum caput-medusae",2012,12
32,"S","Grass","Taeniatherum caput-medusae",2012,11
15,"S","Grass","Taeniatherum caput-medusae",2014,12
2,"S","Grass","Taeniatherum caput-medusae",2014,7
20,"S","Grass","Taeniatherum caput-medusae",2012,4
25,"N","Grass","Taeniatherum caput-medusae",2012,1
33,"S","Grass","Taeniatherum caput-medusae",2012,2
43,"N","Grass","Taeniatherum caput-medusae",2014,4
28,"S","Grass","Taeniatherum caput-medusae",2012,1
79,"N","Grass","Taeniatherum caput-medusae",2014,2
79,"N","Grass","Taeniatherum caput-medusae",2012,95
12,"S","Grass","Taeniatherum caput-medusae",2014,1
19,"S","Grass","Taeniatherum caput-medusae",2012,12
34,"N","Grass","Taeniatherum caput-medusae",2012,19
80,"N","Grass","Taeniatherum caput-medusae",2014,13
64,"N","Grass","Taeniatherum caput-medusae",2012,8
18,"S","Grass","Taeniatherum caput-medusae",2012,1
21,"S","Grass","Taeniatherum caput-medusae",2012,15
80,"N","Grass","Taeniatherum caput-medusae",2012,151
10,"S","Grass","Taeniatherum caput-medusae",2012,3
1,"S","Grass","Taeniatherum caput-medusae",2012,5
60,"N","Grass","Taeniatherum caput-medusae",2014,1
71,"N","Grass","Taeniatherum caput-medusae",2014,6
15,"S","Grass","Taeniatherum caput-medusae",2012,38
59,"N","Grass","Taeniatherum caput-medusae",2012,17
62,"N","Grass","Taeniatherum caput-medusae",2012,3
44,"S","Grass","Taeniatherum caput-medusae",2012,12
24,"S","Grass","Taeniatherum caput-medusae",2012,3
72,"N","Grass","Taeniatherum caput-medusae",2014,30
40,"N","Grass","Taeniatherum caput-medusae",2012,77
61,"N","Grass","Taeniatherum caput-medusae",2012,57
4,"S","Grass","Taeniatherum caput-medusae",2014,10
57,"N","Grass","Taeniatherum caput-medusae",2014,3
73,"N","Grass","Taeniatherum caput-medusae",2012,7
58,"N","Grass","Taeniatherum caput-medusae",2012,31
29,"S","Grass","Taeniatherum caput-medusae",2012,1
77,"N","Grass","Taeniatherum caput-medusae",2014,3
74,"N","Grass","Taeniatherum caput-medusae",2012,61
23,"S","Grass","Taeniatherum caput-medusae",2012,3
61,"N","Grass","Taeniatherum caput-medusae",2014,14
40,"N","Grass","Taeniatherum caput-medusae",2014,3
5,"S","Grass","Taeniatherum caput-medusae",2012,5
14,"S","Grass","Taeniatherum caput-medusae",2014,15
38,"N","Grass","Taeniatherum caput-medusae",2014,4
47,"S","Grass","Taeniatherum caput-medusae",2014,1
14,"S","Grass","Taeniatherum caput-medusae",2012,5
63,"N","Grass","Taeniatherum caput-medusae",2012,12
49,"S","Grass","Taeniatherum caput-medusae",2012,6
71,"N","Grass","Taeniatherum caput-medusae",2012,11
39,"N","Grass","Taeniatherum caput-medusae",2012,58
39,"N","Grass","Taeniatherum caput-medusae",2014,9
70,"N","Grass","Taeniatherum caput-medusae",2012,4
12,"S","Grass","Taeniatherum caput-medusae",2012,33
72,"N","Grass","Taeniatherum caput-medusae",2012,23
41,"N","Forb","Torilis arvensis",2014,1
78,"N","Forb","Torilis arvensis",2012,1
41,"N","Forb","Torilis arvensis",2012,1
52,"N","Forb","Torilis arvensis",2012,4
53,"N","Forb","Torilis arvensis",2014,1
50,"N","Forb","Torilis arvensis",2012,1
77,"N","Forb","Torilis arvensis",2012,1
54,"N","Forb","Torilis arvensis",2014,1
61,"N","Forb","Torilis arvensis",2014,2
67,"N","Forb","Torilis arvensis",2014,2
39,"N","Forb","Torilis arvensis",2014,1
51,"N","Forb","Torilis arvensis",2012,1
78,"N","Forb","Torilis arvensis",2014,4
38,"N","Forb","Torilis arvensis",2012,1
61,"N","Forb","Torilis arvensis",2012,3
50,"N","Forb","Torilis arvensis",2014,1
53,"N","Forb","Torilis arvensis",2012,1
27,"S","Forb","Trifolium albopurpureum",2014,1
60,"N","Forb","Trifolium albopurpureum",2012,1
26,"S","Forb","Trifolium albopurpureum",2014,1
13,"S","Forb","Trifolium albopurpureum",2014,1
39,"N","Forb","Trifolium albopurpureum",2014,2
26,"S","Forb","Trifolium albopurpureum",2012,2
79,"N","Forb","Trifolium albopurpureum",2012,1
11,"S","Forb","Trifolium albopurpureum",2012,1
21,"S","Forb","Trifolium albopurpureum",2014,4
9,"S","Forb","Trifolium albopurpureum",2014,1
40,"N","Forb","Trifolium albopurpureum",2012,4
19,"S","Forb","Trifolium albopurpureum",2012,6
13,"S","Forb","Trifolium albopurpureum",2012,1
11,"S","Forb","Trifolium albopurpureum",2014,7
23,"S","Forb","Trifolium albopurpureum",2014,1
23,"S","Forb","Trifolium albopurpureum",2012,2
19,"S","Forb","Trifolium albopurpureum",2014,7
58,"N","Forb","Trifolium bifidum",2012,1
23,"S","Forb","Trifolium bifidum",2012,7
25,"N","Forb","Trifolium bifidum",2012,4
78,"N","Forb","Trifolium bifidum",2014,1
25,"N","Forb","Trifolium bifidum",2014,1
23,"S","Forb","Trifolium bifidum",2014,5
22,"S","Forb","Trifolium bifidum",2014,1
76,"N","Forb","Trifolium bifidum",2012,2
67,"N","Forb","Trifolium bifidum",2012,16
63,"N","Forb","Trifolium bifidum",2014,5
41,"N","Forb","Trifolium bifidum",2012,1
61,"N","Forb","Trifolium bifidum",2012,3
79,"N","Forb","Trifolium bifidum",2012,1
44,"S","Forb","Trifolium bifidum",2012,1
22,"S","Forb","Trifolium bifidum",2012,4
68,"N","Forb","Trifolium bifidum",2014,1
21,"S","Forb","Trifolium bifidum",2014,1
24,"S","Forb","Trifolium bifidum",2014,7
14,"S","Forb","Trifolium bifidum",2012,6
19,"S","Forb","Trifolium bifidum",2012,1
54,"N","Forb","Trifolium bifidum",2012,2
78,"N","Forb","Trifolium bifidum",2012,5
73,"N","Forb","Trifolium bifidum",2012,1
76,"N","Forb","Trifolium bifidum",2014,2
53,"N","Forb","Trifolium bifidum",2012,2
19,"S","Forb","Trifolium bifidum",2014,3
24,"S","Forb","Trifolium bifidum",2012,2
54,"N","Forb","Trifolium bifidum",2014,1
77,"N","Forb","Trifolium bifidum",2012,1
7,"S","Forb","Trifolium bifidum",2014,2
68,"N","Forb","Trifolium bifidum",2012,3
9,"S","Forb","Trifolium ciliolatum",2014,1
71,"N","Forb","Trifolium depauperatum",2012,2
72,"N","Forb","Trifolium depauperatum",2014,2
61,"N","Forb","Trifolium depauperatum",2014,1
8,"S","Forb","Trifolium dubium",2012,1
78,"N","Forb","Trifolium dubium",2012,122
78,"N","Forb","Trifolium dubium",2014,5
24,"S","Forb","Trifolium fucatum",2014,5
2,"S","Forb","Trifolium fucatum",2014,2
47,"S","Forb","Trifolium fucatum",2014,2
8,"S","Forb","Trifolium fucatum",2012,2
22,"S","Forb","Trifolium fucatum",2014,1
34,"N","Forb","Trifolium fucatum",2014,1
9,"S","Forb","Trifolium fucatum",2014,4
44,"S","Forb","Trifolium fucatum",2012,1
43,"N","Forb","Trifolium fucatum",2014,5
15,"S","Forb","Trifolium fucatum",2014,1
9,"S","Forb","Trifolium fucatum",2012,1
14,"S","Forb","Trifolium fucatum",2012,4
42,"N","Forb","Trifolium fucatum",2014,4
44,"S","Forb","Trifolium fucatum",2014,2
32,"S","Forb","Trifolium fucatum",2012,1
53,"N","Forb","Trifolium fucatum",2012,11
20,"S","Forb","Trifolium fucatum",2014,2
17,"N","Forb","Trifolium fucatum",2012,3
8,"S","Forb","Trifolium fucatum",2014,49
7,"S","Forb","Trifolium fucatum",2012,7
14,"S","Forb","Trifolium fucatum",2014,8
42,"N","Forb","Trifolium gracilentum",2014,1
77,"N","Forb","Trifolium gracilentum",2012,4
8,"S","Forb","Trifolium gracilentum",2012,1
4,"S","Forb","Trifolium gracilentum",2012,2
61,"N","Forb","Trifolium gracilentum",2012,3
77,"N","Forb","Trifolium gracilentum",2014,1
39,"N","Forb","Trifolium gracilentum",2012,1
20,"S","Forb","Trifolium gracilentum",2012,2
21,"S","Forb","Trifolium gracilentum",2014,1
78,"N","Forb","Trifolium gracilentum",2014,2
67,"N","Forb","Trifolium gracilentum",2012,1
38,"N","Forb","Trifolium gracilentum",2014,6
15,"S","Forb","Trifolium gracilentum",2014,2
59,"N","Forb","Trifolium gracilentum",2012,3
5,"S","Forb","Trifolium gracilentum",2014,1
24,"S","Forb","Trifolium gracilentum",2014,4
38,"N","Forb","Trifolium gracilentum",2012,1
19,"S","Forb","Trifolium gracilentum",2014,5
14,"S","Forb","Trifolium gracilentum",2014,2
63,"N","Forb","Trifolium gracilentum",2014,4
14,"S","Forb","Trifolium gracilentum",2012,14
22,"S","Forb","Trifolium gracilentum",2014,6
6,"S","Forb","Trifolium gracilentum",2014,1
21,"S","Forb","Trifolium gracilentum",2012,1
71,"N","Forb","Trifolium gracilentum",2012,1
7,"S","Forb","Trifolium gracilentum",2014,17
8,"S","Forb","Trifolium gracilentum",2014,2
42,"N","Forb","Trifolium gracilentum",2012,1
23,"S","Forb","Trifolium gracilentum",2012,1
1,"S","Forb","Trifolium gracilentum",2012,1
4,"S","Forb","Trifolium gracilentum",2014,1
24,"S","Forb","Trifolium gracilentum",2012,2
15,"S","Forb","Trifolium gracilentum",2012,2
20,"S","Forb","Trifolium gracilentum",2014,2
43,"N","Forb","Trifolium gracilentum",2012,4
41,"N","Forb","Trifolium hirtum",2014,2
76,"N","Forb","Trifolium hirtum",2012,29
53,"N","Forb","Trifolium hirtum",2012,16
54,"N","Forb","Trifolium hirtum",2014,2
77,"N","Forb","Trifolium hirtum",2014,3
20,"S","Forb","Trifolium hirtum",2012,1
58,"N","Forb","Trifolium hirtum",2012,6
59,"N","Forb","Trifolium hirtum",2014,1
65,"N","Forb","Trifolium hirtum",2014,1
64,"N","Forb","Trifolium hirtum",2014,3
8,"S","Forb","Trifolium hirtum",2014,25
42,"N","Forb","Trifolium hirtum",2014,36
75,"N","Forb","Trifolium hirtum",2014,1
62,"N","Forb","Trifolium hirtum",2014,10
61,"N","Forb","Trifolium hirtum",2012,7
69,"N","Forb","Trifolium hirtum",2014,10
38,"N","Forb","Trifolium hirtum",2012,1
71,"N","Forb","Trifolium hirtum",2012,1
51,"N","Forb","Trifolium hirtum",2012,2
40,"N","Forb","Trifolium hirtum",2012,7
34,"N","Forb","Trifolium hirtum",2014,6
34,"N","Forb","Trifolium hirtum",2012,18
20,"S","Forb","Trifolium hirtum",2014,1
36,"N","Forb","Trifolium hirtum",2014,1
63,"N","Forb","Trifolium hirtum",2014,12
73,"N","Forb","Trifolium hirtum",2012,21
70,"N","Forb","Trifolium hirtum",2012,37
41,"N","Forb","Trifolium hirtum",2012,9
68,"N","Forb","Trifolium hirtum",2012,55
58,"N","Forb","Trifolium hirtum",2014,8
35,"N","Forb","Trifolium hirtum",2012,18
40,"N","Forb","Trifolium hirtum",2014,1
35,"N","Forb","Trifolium hirtum",2014,11
62,"N","Forb","Trifolium hirtum",2012,24
74,"N","Forb","Trifolium hirtum",2012,15
42,"N","Forb","Trifolium hirtum",2012,17
75,"N","Forb","Trifolium hirtum",2012,15
70,"N","Forb","Trifolium hirtum",2014,2
37,"N","Forb","Trifolium hirtum",2012,3
54,"N","Forb","Trifolium hirtum",2012,12
52,"N","Forb","Trifolium hirtum",2014,1
73,"N","Forb","Trifolium hirtum",2014,4
8,"S","Forb","Trifolium hirtum",2012,1
78,"N","Forb","Trifolium hirtum",2012,5
77,"N","Forb","Trifolium hirtum",2012,21
45,"S","Forb","Trifolium hirtum",2012,1
78,"N","Forb","Trifolium hirtum",2014,1
76,"N","Forb","Trifolium hirtum",2014,5
65,"N","Forb","Trifolium hirtum",2012,5
66,"N","Forb","Trifolium hirtum",2012,6
10,"S","Forb","Trifolium hirtum",2012,1
64,"N","Forb","Trifolium hirtum",2012,18
36,"N","Forb","Trifolium hirtum",2012,5
63,"N","Forb","Trifolium hirtum",2012,13
50,"N","Forb","Trifolium hirtum",2012,9
69,"N","Forb","Trifolium hirtum",2012,22
50,"N","Forb","Trifolium microcephalum",2012,1
22,"S","Forb","Trifolium microcephalum",2014,6
76,"N","Forb","Trifolium microcephalum",2014,1
53,"N","Forb","Trifolium microcephalum",2012,12
61,"N","Forb","Trifolium microcephalum",2012,2
24,"S","Forb","Trifolium microcephalum",2012,1
23,"S","Forb","Trifolium microcephalum",2014,5
72,"N","Forb","Trifolium microcephalum",2014,1
24,"S","Forb","Trifolium microcephalum",2014,4
19,"S","Forb","Trifolium microcephalum",2012,1
38,"N","Forb","Trifolium microcephalum",2014,1
