Date,Plot,Species name,# of seedlings,Notes,
3/11/15,78,Filago gallica,2,,
3/11/15,78,Galium murale,2,,
3/11/15,78,Juncus bufonius,1,,
3/11/15,78,Trifolium bifidum,1,,
3/13/15,78,Juncus bufonius,1,,
12/8/14,79,Avena fatua,2,,
12/8/14,79,Bromus hordeaceus,1,,
12/10/14,79,Erodium brachycarpum,1,,
12/16/14,79,Avena fatua,1,dying,
1/18/15,79,Juncus bufonius,48,,
2/4/15,79,Avena fatua,15,,
2/4/15,79,Bromus diandrus,8,,
2/4/15,79,Bromus hordeaceus,8,,
2/4/15,79,Juncus bufonius,9,,
2/7/15,79,Cerastium glomeratum,1,,
2/7/15,79,Crassula connata,8,round,
2/7/15,79,Juncus bufonius,1,,
2/11/15,79,Bromus hordeaceus,1,,
2/11/15,79,Crassula connata,2,,
2/16/15,79,Avena fatua,23,,
2/16/15,79,Bromus diandrus,15,,
2/16/15,79,Bromus hordeaceus,1,,
2/16/15,79,Castilleja attenuata,1,,
2/16/15,79,Galium murale,4,,
2/16/15,79,Juncus bufonius,5,,
2/16/15,79,Taeniatherum caput-medusae,2,,
2/20/15,79,Aphanes occidentalis,1,,
3/4/15,79,Galium murale,1,,
3/11/15,79,Juncus bufonius,1,,
3/11/15,79,Sagina apetala,2,,
12/13/14,80,Avena fatua,5,,
12/13/14,80,Erodium cicutarium,8,,
12/13/14,80,Geranium dissectum,1,,
12/13/14,80,Holocarpha virgata,1,,
1/5/15,80,Taeniatherum caput-medusae,1,dead,
1/9/15,80,Avena fatua,1,,
1/9/15,80,Bromus hordeaceus,1,,
1/9/15,80,Calandrinia ciliata,2,"not seen in plot 15, but it is there",
1/9/15,80,Lolium multiflorum,2,,
1/9/15,80,Taeniatherum caput-medusae,1,,
1/9/15,80,Taeniatherum caput-medusae,1,dead,
1/14/15,80,Avena fatua,2,,
1/14/15,80,Bromus hordeaceus,2,,
1/18/15,80,Juncus bufonius,10,,
2/1/15,80,Calandrinia ciliata,1,,
2/4/15,80,Avena fatua,3,double check these,
2/4/15,80,Eremocarpus setigerus,1,centaurea?,
2/4/15,80,Juncus bufonius,3,,
2/4/15,80,Vulpia myuros,3,,
2/7/15,80,Cerastium glomeratum,3,,
2/7/15,80,Filago gallica,1,,
2/7/15,80,Juncus bufonius,1,,
2/16/15,80,Avena fatua,23,,
2/16/15,80,Taeniatherum caput-medusae,10,,
2/16/15,80,Vulpia myuros,13,,
2/20/15,80,Lupinus bicolor,1,,
2/25/15,80,Juncus bufonius,1,,
3/11/15,80,Avena fatua,1,,
4/8/15,61,Gastridium ventricosum,8,,
4/8/15,40,Gastridium ventricosum,1,,
4/8/15,57,Gastridium ventricosum,4,,
4/8/15,78,Gastridium ventricosum,2,,
4/8/15,28,Gastridium ventricosum,3,,
4/8/15,9,Lotus humistratus,1,,
4/8/15,2,bulb,1,dead,
4/8/15,5,Avena fatua,1,,
4/8/15,7,bulb,1,dead,
4/8/15,42,bulb,1,dead,
4/8/15,55,bulb,1,dead,
4/8/15,66,Juncus bufonius,1,,
4/8/15,43,Trifolium fucatum,1,,
4/8/15,43,Eremocarpus setigerus,1,,
4/8/15,43,Taeniatherum caput-medusae,1,,
4/8/15,43,bulb,1,dead,
4/8/15,60,Avena fatua,3,dead,
4/8/15,23,Plantago erecta,1,,
4/8/15,17,Sagina apetala,1,,
4/8/15,71,unknown forb,1,dead,
4/8/15,47,Allium fimbriatum,1,,
4/8/15,27,Mimulus douglasii,3,,
4/8/15,27,bulb,1,dead,
4/8/15,51,Filago gallica,1,dead,
4/8/15,32,bulb,2,dead,
4/8/15,44,bulb,3,dead,
4/8/15,53,Gastridium ventricosum,1,,
4/8/15,48,Centaurium trichanthum,1,,
4/8/15,59,Lythrum californicum,4,,
4/8/15,8,Centaurium trichanthum,10,,
4/8/15,7,Centaurium trichanthum,4,,
4/8/15,10,Centaurium trichanthum,8,,
4/8/15,3,Centaurium trichanthum,1,,
4/8/15,5,Centaurium trichanthum,1,,
4/8/15,78,unknown forb,1,dead,
4/8/15,59,Filago gallica,1,,
4/8/15,70,Lythrum californicum,1,,
4/8/15,69,Centaurium trichanthum,3,,
4/8/15,30,Hemizonia congesta,1,,
4/8/15,27,Centaurium trichanthum,3,,
4/8/15,48,Centaurium trichanthum,12,,
4/8/15,26,Centaurium trichanthum,6,,
4/8/15,50,Avena fatua,6,,
4/8/15,60,Taeniatherum caput-medusae,1,,
4/8/15,15,Avena fatua,6,,
4/8/15,56,Gastridium ventricosum,1,,
4/8/15,23,Lolium multiflorum,1,,
4/8/15,14,Navarretia jepsonii,1,,
4/17/15,5,Dichelostemma capitatum,2,,
4/17/15,5,Avena fatua,1,,
4/17/15,41,Lupinus bicolor,1,,
3/20/15,63,Micropus californicus,7,,
4/17/15,67,Juncus phaeocephalus,2,,
4/17/15,61,Juncus phaeocephalus,1,,
4/17/15,61,Gastridium ventricosum,1,,
4/17/15,8,Holocarpha virgata,1,,
4/17/15,9,Juncus phaeocephalus,1,,
4/17/15,5,Juncus phaeocephalus,1,,
4/17/15,14,Juncus phaeocephalus,1,,
4/17/15,56,Gastridium ventricosum,5,,
4/17/15,38,Gastridium ventricosum,1,,
4/17/15,12,unknown forb,1,dying,
4/17/15,39,Juncus bufonius,1,,
4/17/15,11,Gastridium ventricosum,2,,
4/17/15,1,bulb,3,dead,
4/17/15,55,bulb,2,dead,
4/17/15,65,Gastridium ventricosum,1,,
4/17/15,65,Juncus phaeocephalus,1,,
4/17/15,15,Bromus hordeaceus,2,,
4/17/15,15,Juncus phaeocephalus,1,,
4/17/15,15,unknown grass,1,dead,
4/17/15,62,Juncus phaeocephalus,2,,
4/17/15,78,Gastridium ventricosum,2,,
4/17/15,78,Juncus bufonius,1,,
4/17/15,25,Sisyrinchium bellum,1,,
4/17/15,25,unknown forb,2,dead,
4/17/15,17,Juncus phaeocephalus,1,,
4/17/15,71,Lupinus bicolor,2,,
4/17/15,51,Filago gallica,2,,
4/17/15,68,Centaurea solstitialis,1,,
4/17/15,23,unknown grass,1,dead,
4/17/15,54,Madia gracilis,1,dead,
4/17/15,27,Hesperolinon micranthum,1,,
4/25/15,5,Polypogon monspeliensis,1,,
4/25/15,41,Lupinus bicolor,1,,
3/20/15,63,Avena fatua,1,,
4/25/15,9,Polypogon monspeliensis,1,,
4/25/15,38,Aira caryophyllea,1,,
4/25/15,38,Lithophragma heterophyllum,1,,
4/25/15,58,Solanum nigrum,1,,
4/25/15,42,Vicia villosa,1,,
4/25/15,57,Taeniatherum caput-medusae,1,,
4/25/15,66,Veronica peregrina,1,,
4/25/15,59,Briza minor,3,,
4/25/15,69,Phalaris paradoxa,1,,
4/25/15,69,Melilotus indica,1,,
4/25/15,24,Gastridium ventricosum,1,,
4/25/15,54,Briza minor,2,,
4/25/15,2,Trifolium fucatum,1,,
4/25/15,4,bulb,1,dead,
4/25/15,16,bulb,2,dead,
4/17/15,63,Brodiaea elegans,1,,
4/25/15,10,Juncus phaeocephalus,3,,
4/25/15,39,Juncus bufonius,1,,
4/25/15,12,bulb,1,dead,
4/25/15,42,Juncus phaeocephalus,1,,
4/25/15,43,bulb,1,dead,
4/25/15,23,bulb,1,dead,
4/25/15,71,Trifolium microdon,1,,
4/25/15,51,Cardamine oligosperma,2,,
4/25/15,51,Juncus phaeocephalus,2,,
4/25/15,47,bulb,1,dead,
4/25/15,69,bulb,1,dead,
4/25/15,69,Juncus phaeocephalus,2,,
4/25/15,75,Juncus phaeocephalus,1,,
4/25/15,70,Juncus phaeocephalus,1,,
4/25/15,74,Gastridium ventricosum,1,,
4/25/15,74,Juncus phaeocephalus,3,,
4/25/15,45,Juncus phaeocephalus,3,,
5/13/15,72,Taeniatherum caput-medusae,1,,
5/13/15,16,bulb,2,dead,
5/13/15,41,Aphanes occidentalis,1,,
5/13/15,16,Juncus phaeocephalus,1,,
5/13/15,42,bulb,1,dead,
5/13/15,55,bulb,3,dead,
5/13/15,40,Claytonia exigua,2,,
5/13/15,39,Juncus bufonius,1,,
5/13/15,9,Centaurium trichanthum,1,,
5/13/15,15,Avena fatua,1,,
5/13/15,59,Centaurium trichanthum,5,,
5/13/15,6,bulb,1,dead,
5/13/15,5,Juncus phaeocephalus,1,,
5/13/15,27,Lessingia ramulosa,1,,
5/13/15,45,Hesperolinon micranthum,1,check sp id,
5/13/15,22,Juncus phaeocephalus,3,,
5/13/15,74,Vicia villosa,1,,
5/13/15,79,Juncus bufonius,1,,
5/13/15,69,Juncus phaeocephalus,1,,
5/13/15,70,Juncus phaeocephalus,1,,
5/13/15,60,Epilobium ciliatum,1,,
5/21/15,2,bulb,1,dead,
5/21/15,9,Polypogon monspeliensis,1,,
5/21/15,6,bulb,1,dead,
5/21/15,16,Juncus phaeocephalus,2,,
5/21/15,67,Juncus phaeocephalus,4,,
5/21/15,61,Juncus phaeocephalus,1,,
5/21/15,40,Galium murale,2,,
5/21/15,58,Juncus phaeocephalus,1,,
5/21/15,35,Juncus phaeocephalus,1,,
5/21/15,36,Juncus phaeocephalus,1,,
5/21/15,64,Juncus phaeocephalus,1,,
5/21/15,65,Juncus phaeocephalus,1,,
5/21/15,59,Juncus phaeocephalus,1,,
5/21/15,78,Polypogon monspeliensis,1,,
5/21/15,78,Filago gallica,1,,
5/21/15,23,Juncus phaeocephalus,1,,
5/21/15,50,Juncus phaeocephalus,4,,
5/21/15,51,Juncus phaeocephalus,2,,
5/21/15,76,Juncus phaeocephalus,10,,
5/21/15,73,Juncus phaeocephalus,12,,
5/21/15,70,Juncus phaeocephalus,3,,
5/21/15,53,Juncus phaeocephalus,3,,
5/21/15,48,bulb,1,dead,
5/21/15,15,Sisyrinchium bellum,1,,
5/21/15,49,Cardamine oligosperma,2,,
5/21/15,47,Cardamine oligosperma,4,,
5/21/15,51,Cardamine oligosperma,1,,
5/21/15,39,Cardamine oligosperma,1,,
3/20/15,5,Avena fatua,2,,
3/20/15,5,Juncus bufonius,1,,
3/20/15,2,Rigiopappus leptocladus,1,,
3/20/15,2,Chaenactis glabriuscula,1,,
3/20/15,4,Dichelostemma capitatum,2,,
3/20/15,77,Avena fatua,1,,
3/20/15,16,Rigiopappus leptocladus,1,,
4/25/15,63,Centaurea solstitialis,1,,
3/20/15,61,Avena fatua,1,,
4/25/15,63,unknown forb,1,dead,
3/20/15,9,Trifolium ciliolatum,1,Unsure of ID; definitely not fucatum,
3/20/15,21,Avena fatua,1,,
3/20/15,7,Rigiopappus leptocladus,11,,
3/20/15,7,Micropus californicus,1,,
3/20/15,7,Trifolium bifidum,2,,
3/20/15,56,Gastridium ventricosum,5,,
3/20/15,56,Micropus californicus,1,,
3/20/15,7,Lotus humistratus,1,,
3/20/15,10,Juncus bufonius,2,,
3/20/15,12,Navarretia jepsonii,1,,
3/20/15,39,Vulpia myuros,3,,
3/20/15,40,Juncus bufonius,1,,
3/20/15,11,Micropus californicus,2,,
3/20/15,40,Briza minor,1,,
3/20/15,40,Hypochaeris glabra,1,,
3/20/15,40,Aira caryophyllea,6,,
3/20/15,56,Aira caryophyllea,2,,
3/20/15,39,Aira caryophyllea,1,,
3/20/15,36,Plantago erecta,1,,
3/20/15,15,Rigiopappus leptocladus,4,,
3/20/15,15,Juncus bufonius,1,,
3/20/15,59,Galium murale,2,,
3/20/15,78,Briza minor,4,,
3/20/15,78,Avena fatua,1,,
3/20/15,78,Juncus bufonius,1,,
3/20/15,78,Micropus californicus,3,,
3/20/15,28,Gastridium ventricosum,4,,
3/20/15,25,Bromus hordeaceus,2,,
3/20/15,25,Gastridium ventricosum,3,,
3/20/15,23,Avena fatua,5,,
3/20/15,23,Lolium multiflorum,1,,
3/20/15,23,Dichelostemma capitatum,2,dead bulbs,
3/20/15,17,Sagina apetala,1,,
3/20/15,17,Crassula connata,1,,
3/20/15,24,Lolium multiflorum,1,,
3/20/15,72,Juncus phaeocephalus,1,,
3/20/15,69,Melilotus indica,1,,
3/20/15,74,Gastridium ventricosum,2,,
3/20/15,31,Dichelostemma capitatum,2,,
3/20/15,47,Avena fatua,1,,
3/20/15,27,Gastridium ventricosum,1,,
3/20/15,26,Githopsis specularioides,1,,
3/20/15,5,Githopsis specularioides,1,,
3/20/15,53,Gastridium ventricosum,1,,
3/20/15,45,Dichelostemma capitatum,1,,
3/20/15,49,Plantago erecta,1,,
3/20/15,32,Dichelostemma capitatum,1,,
3/20/15,44,Dichelostemma capitatum,1,,
3/20/15,32,Castilleja rubicundula,1,,
3/20/15,32,Juncus phaeocephalus,1,,
3/20/15,33,Juncus phaeocephalus,2,,
3/20/15,52,Juncus phaeocephalus,5,,
3/20/15,51,Juncus phaeocephalus,4,,
3/20/15,48,Juncus phaeocephalus,1,,
3/20/15,53,Juncus phaeocephalus,1,,
3/20/15,47,Juncus phaeocephalus,1,,
3/20/15,30,Juncus phaeocephalus,1,,
3/20/15,75,Juncus phaeocephalus,23,,
3/20/15,72,Juncus phaeocephalus,28,,
3/20/15,73,Juncus phaeocephalus,32,,
3/20/15,76,Juncus phaeocephalus,20,,
3/20/15,69,Juncus phaeocephalus,3,,
3/20/15,70,Juncus phaeocephalus,2,,
3/20/15,24,Juncus phaeocephalus,1,,
3/20/15,50,Juncus phaeocephalus,6,,
3/20/15,68,Juncus phaeocephalus,5,,
3/20/15,71,Juncus phaeocephalus,9,,
3/20/15,17,Juncus phaeocephalus,2,,
3/20/15,18,Juncus phaeocephalus,1,,
3/24/15,41,Lupinus bicolor,2,,
3/24/15,5,Melilotus indica,1,,
3/24/15,5,Avena fatua,1,,
3/24/15,2,Avena fatua,1,,
3/24/15,2,Minuartia douglasii,1,,
3/24/15,6,Avena fatua,1,,
3/24/15,41,Crassula connata,1,,
3/24/15,77,Gastridium ventricosum,5,,
3/24/15,8,Gastridium ventricosum,1,,
3/24/15,56,Gastridium ventricosum,6,,
3/24/15,12,Gastridium ventricosum,4,,
3/24/15,39,Vulpia myuros,1,,
3/24/15,40,Sagina apetala,1,,
3/24/15,19,Lasthenia californica,1,,
3/24/15,20,Juncus bufonius,1,,
3/24/15,34,Juncus phaeocephalus,1,,
3/24/15,36,Juncus phaeocephalus,1,,
3/24/15,57,Gastridium ventricosum,2,,
3/24/15,65,Avena fatua,2,,
3/24/15,13,Plantago erecta,1,,
3/24/15,62,Avena fatua,2,,
3/24/15,17,Avena fatua,1,,
3/24/15,25,Filago gallica,1,,
4/1/15,2,Avena fatua,1,,
4/1/15,61,Gastridium ventricosum,4,,
4/1/15,7,Mimulus guttatus,1,,
4/1/15,7,Camissonia graciliflora,4,,
4/1/15,56,Gastridium ventricosum,8,,
4/1/15,56,Bromus hordeaceus,1,,
4/1/15,39,Gastridium ventricosum,1,,
4/1/15,39,Navarretia jepsonii,1,,
4/1/15,11,Gastridium ventricosum,1,,
4/1/15,40,Filago gallica,1,,
4/1/15,64,Gastridium ventricosum,1,,
4/1/15,57,Gastridium ventricosum,1,,
4/1/15,65,Gastridium ventricosum,5,,
4/1/15,15,Avena fatua,2,,
4/1/15,78,Aira caryophyllea,1,,
4/1/15,78,Gastridium ventricosum,1,,
4/1/15,78,Avena fatua,1,,
4/1/15,78,unknown forb,1,dead,
4/1/15,60,Avena fatua,4,,
4/1/15,28,Gastridium ventricosum,5,,
4/1/15,25,Gastridium ventricosum,5,,
4/1/15,25,bulb,5,dead,
4/1/15,25,unknown forb,1,,
4/1/15,23,Avena fatua,1,,
4/1/15,74,Gastridium ventricosum,3,,
4/1/15,74,Taeniatherum caput-medusae,1,,
4/1/15,74,Lupinus bicolor,1,,
4/1/15,76,Trifolium hirtum,1,,
4/1/15,30,Gastridium ventricosum,2,,
4/1/15,54,Gastridium ventricosum,1,,
4/1/15,45,Gastridium ventricosum,1,,
6/15/15,2,Brachypodium distachyon,1,,
6/15/15,3,Centaurium trichanthum,1,,
6/15/15,5,Calochortus sp.,1,,
6/15/15,16,Dichelostemma capitatum,1,,
6/15/15,16,unknown forb,1,dead,
6/15/15,63,bulb,1,dead,
6/15/15,61,Juncus phaecophalus,1,,
6/15/15,67,Juncus phaecophalus,1,,
6/15/15,8,Perideridia kellogii,1,,
6/15/15,14,Navarretia jepsonii,1,,
6/15/15,56,Gastridium ventricosum,1,,
6/15/15,7,bulb,4,dead,
6/15/15,38,Trifolium microcephalum,1,,
6/15/15,39,Sagina apetala,1,,
6/15/15,39,Cardamine oligosperma,1,weed,
6/15/15,12,Navarretia jepsonii,1,,
6/15/15,40,Lupinus bicolor,1,,
6/15/15,1,bulb,1,dead,
6/15/15,55,bulb,1,dead,
6/15/15,55,Calochortus sp.,1,,
6/15/15,19,Trifolium albopurpureum,1,,
6/15/15,65,Juncus phaeocephalus,1,,
6/15/15,78,Juncus phaeocephalus,1,,
6/15/15,43,bulb,1,dead,
6/15/15,15,Calochortus sp.,1,,
6/15/15,79,Sonchus sp.,1,weed,
6/15/15,43,Sonchus sp.,1,weed,
6/15/15,57,Sonchus sp.,1,weed,
6/15/15,71,Sonchus sp.,2,weed,
6/15/15,17,Sagina apetala,6,,
6/15/15,75,Sonchus sp.,1,weed,
6/15/15,24,Sonchus sp.,2,weed,
6/15/15,74,Sonchus sp.,1,weed,
6/15/15,52,bulb,1,dead,
6/15/15,50,Juncus phaeocephalus,1,,
6/15/15,76,Sonchus sp.,2,weed,
6/15/15,73,Sonchus sp.,2,weed,
6/15/15,29,Centaurium trichanthum,1,,
6/15/15,23,bulb,2,dead,
6/15/15,72,Sonchus sp.,1,weed,
6/15/15,46,Sonchus sp.,1,weed,
6/15/15,32,Sonchus sp.,2,weed,
6/15/15,44,Sonchus sp.,2,weed,
6/15/15,70,Sonchus sp.,1,weed,
6/15/15,29,Dichelostemma capitatum,1,,
6/15/15,22,Trifolium bifidum,1,,
6/15/15,33,Sonchus sp.,1,weed,
6/15/15,70,Juncus phaeocephalus,1,,
6/15/15,30,bulb,1,dead,
6/15/15,53,Sonchus sp.,1,weed,
6/15/15,26,Centaurium trichanthum,1,,
6/15/15,26,Sonchus sp.,1,weed,
6/15/15,54,Sonchus sp.,2,weed,
6/15/15,48,Sonchus sp.,1,weed,
6/15/15,54,Briza minor,1,,
6/15/15,54,Unknown grass,1,Flat/folded leaves - see stick in plot,
6/15/15,70,Nicotiana quadrivalvis,1,"Hairy, sticky, fused corolla tube",
6/15/15,9,Lotus humistratus,1,,
6/4/15,14,unknown forb,1,m. douglassii? Dead,
6/4/15,77,Senecio vulgaris,1,,
6/4/15,2,Lolium multiflorum,1,,
6/4/15,4,Juncus phaeocephalus,1,,
6/4/15,4,bulb,1,dead,
6/4/15,2,bulb,1,dead,
6/4/15,80,Echinochloa crus-galli,1,,
6/4/15,38,Lithophragma heterophyllum,1,,
6/4/15,12,Calochortus sp.,1,,
6/4/15,39,Galium murale,1,,
6/4/15,1,bulb,3,dead,
6/4/15,37,Senecio vulgaris,1,,
6/4/15,20,Juncus phaeocephalus,1,,
6/4/15,66,Gastridium ventricosum,1,,
6/4/15,62,Juncus phaeocephalus,1,dead,
6/4/15,43,bulb,2,,
6/4/15,29,Sonchus sp.,8,weed,
6/4/15,28,Sonchus sp.,2,weed,
6/4/15,50,Sonchus sp.,3,weed,
6/4/15,51,Sonchus sp.,2,weed,
6/4/15,45,Sagina apetala,45,See stick to double check id,
6/4/15,71,Sagina apetala,4,double check ID plot 17,
6/4/15,68,bulb,1,dead,
6/4/15,76,Phalaris paradoxa,1,,
6/4/15,73,Sisyrinchium bellum,1,,
6/4/15,73,Juncus phaeocephalus,1,,
6/4/15,49,Sonchus sp.,2,weed,
6/4/15,51,Portulaca oleracea,1,,
6/4/15,31,Portulaca oleracea,3,,
6/4/15,48,Sonchus sp.,1,weed,
6/4/15,26,Portulaca oleracea,9,,
6/4/15,26,Cardamine oligosperma,1,,
6/4/15,26,Juncus phaeocephalus,1,,
6/4/15,22,bulb,1,dead,
6/4/15,75,Juncus phaeocephalus,2,,
6/4/15,49,bulb,2,dead,
6/4/15,26,Juncus bufonius,1,,
6/22/15,61,Hesperevax sparsifiora,1,,
6/22/15,40,Claytonia exigua,1,,
6/22/15,55,Sonchus sp.,1,weed,
6/22/15,58,Sonchus sp.,1,weed,
6/22/15,55,Dichelostemma capitatum,1,Small bulblet,
6/22/15,59,Sonchus sp.,1,,
6/22/15,43,bulb,1,dead,
6/22/15,59,bulb,1,dead,
6/22/15,29,bulb,1,dead,
6/22/15,25,Stellaria nitens,2,,
6/22/15,70,Juncus sp.,1,balticus or patens?,
6/22/15,66,Erigeron canadensis,1,weed,
6/22/15,15,Panicum capillare,1,,
6/22/15,61,bulb,1,dead,
6/22/15,70,Juncus sp.,3,,
6/22/15,73,Juncus phaeocephalus,5,,
6/22/15,76,Juncus phaeocephalus,2,,
6/22/15,50,unknown forb,1,weed,
6/22/15,50,Juncus phaeocephalus,1,,
6/22/15,6,Sonchus sp.,1,weed,
6/22/15,7,bulb,1,with bulblet,
6/22/15,1,Dichelostemma capitatum,1,,
6/22/15,57,Sonchus sp.,1,weed,
6/22/15,35,Sonchus sp.,1,weed,
6/22/15,59,bulb,1,dead,
6/22/15,12,Sonchus sp.,1,weed,
6/22/15,39,Sonchus sp.,1,weed,
6/22/15,62,Carduus sp.,1,,
6/22/15,17,Sonchus sp.,1,weed,
6/22/15,47,Juncus phaeocephalus,1,,
6/22/15,8,grass 8,1,popping up everywhere now -> weed? Growing it out,
6/22/15,73,grass 73,1,see others in plot -> growing out,
6/22/15,2,Lolium multiflorum,1,,
6/22/15,41,Epilobium ciliatum,1,,
6/22/15,80,grass 8,2,,
6/22/15,63,Epilobium ciliatum,1,,
6/22/15,56,Filago gallica,3,,
6/22/15,12,Navarretia jepsonii,1,,
6/22/15,11,Sonchus sp.,1,weed,
6/22/15,39,Filago gallica,1,,
6/22/15,39,Torilis arvensis,1,,
6/22/15,40,Filago gallica,1,"""unknown forb 2/11"" a stick",
6/22/15,40,Trifolium hirtum,1,,
7/8/15,58,Brachypodium distachyon,2,,
7/8/15,38,grass 8,1,,
7/8/15,37,grass 8,2,,
7/8/15,39,grass 8,1,,
7/8/15,39,Sagina apetala,1,,
7/8/15,64,Sonchus sp.,1,weed,
7/8/15,66,Juncus phaeocephalus,1,,
7/8/15,78,Sonchus sp.,1,weed,
7/8/15,25,Filago gallica,4,,
7/8/15,69,Epilobium ciliatum,1,,
7/8/15,70,Juncus phaeocephalus,1,,
7/8/15,46,grass 8,1,,
7/8/15,24,Sonchus sp.,1,weed,
7/8/15,51,Filago gallica,1,,
7/8/15,71,Trifolium microdon,1,,
7/8/15,68,Trifolium bifidum,1,,
7/8/15,17,Sagina apetala,2,,
7/8/15,26,grass 8,1,,
7/8/15,54,grass 8,1,,
7/8/15,38,Juncus bufonius,1,,
7/8/15,39,Vicia villosa,1,,
7/8/15,55,Juncus bufonius,1,,
7/8/15,79,Holocarpha virgata,1,,
7/8/15,72,Sonchus sp.,1,weed,
7/8/15,30,Sonchus sp.,1,weed,
