Site,Spp,1,2,3,4,5
40,Erodium brachycarpum,0.1,0.1,3,1,0.3
40,Erodium cicutarium,0.1,,,0.1,0.2
40,Euphorbia crenulata,,,,,
40,Filago gallica,,,,,
40,Galium aparine,,,,,
40,Gastridium ventricosum,,,,,
40,Geranium dissectum,3,0.1,,,
40,Holocarpha virgata,1,0.2,,,
40,Hypochaeris glabra,1,2,75,11,2
40,Juncus bufonius,,,,,
40,Lactuca serriola,0.5,,,0.2,
40,Lepidium nitidum,,,,,
40,Linanthus bicolor,,,,,
40,Linanthus ciliatus,,,,,0.1
40,Lolium multiflorum,0.5,2,0.1,0.3,
40,Lotus wrangelianus,,,0.1,,
40,Lupinus nanus/bicolor,0.1,0.3,1,,0.1
40,Medicago polymorpha,0.2,,,,
40,Melilotus indica,,,,,
40,Micropus californicus,,1.3,2,8,10
40,Nassella pulchra,,,,,
40,Navarretia pubescens,,,,,
40,Plantago erecta,,,0.2,,
40,Ranunculus occidentalis,,,,,
40,Silene gallica,,,,,
40,Stellaria nitens,,,,,
40,Taeniatherum caput-medusae,55,18,0.3,40,15
40,Torilis arvensis,,,,,0.8
40,Trifolium bifidum,0.5,,,,
40,Trifolium ciliolatum,,,,,
40,Trifolium dubium,,,,,
40,Trifolium fucatum,,,,,
40,Trifolium gracilentum,,,,,
40,Trifolium hirtum,1,6,,,
40,Trifolium microcephalum,,,,,
40,Trifolium microdon,,,,,
40,Trifolium willdenovii,,,,,
40,Triphysaria eriantha or is there versicolor here too?,,,,,
40,Vicia villosa,4,7,2,0.2,
40,Vulpia microstachys,,,,,
40,Vulpia myuros,,,0.1,,
40,Bare,0.1,1.2,1.5,0.1,4
40,Rock,,,,,
NOTES:,,,,,,
41,Agoseris grandiflora,,,,,
41,Agoseris heterophylla,,,0.1,,
41,Aira caryophyllea,,,,,
41,Amsinckia menziesii,,,,,
41,Aphanes occidentalis,,,,,
41,Athysanus pusillus,,,,,
41,Avena barbata,,,,,80
41,Avena fatua,,,,,
41,Barbarea,,,,,
41,Brassica nigra,,,,,
41,Briza minor,,,,,
41,Bromus diandrus,5,5,4,55,20
41,Bromus hordeaceus,35,30,25,30,
41,Bromus madritensis,0.3,,,,
41,Calandrinia ciliata,,,,,
41,Centaurea solstitialis,,,,,
41,Cerastium glomeratum,,,,,
41,Clarkia purpurea,,0.1,,,
41,Claytonia parviflora,,,,0.2,0.3
41,Crassula connata,,,,,
41,Cynosurus echinatus,,,,0.4,
41,Daucus pusillus,,,,,
41,Dichelostemma capitatum,,,,,
41,Dodecatheon hendersonii,,,,,
41,Epilobium brachycarpum,,,,,
41,Eremocarpus setigerus,,,,,
41,Erodium brachycarpum,12,8,6,,
41,Erodium cicutarium,1,0.3,0.1,,
41,Filago gallica,,,,,
41,Galium aparine,,,,,
41,Galium murale,5,2,,,3
41,Geranium dissectum,,,0.1,0.3,
41,Holocarpha virgata,0.3,,,,
41,Hordeum murinum,,,,,
41,Hypochaeris glabra,,,,,
41,Hypochaeris radicata,,,,,
41,Lactuca serriola,,,,,0.1
41,Lepidium nitidum,,,,,
41,Linanthus bicolor,,,,,
41,Linanthus ciliatus,1,6,11,,
41,Lolium multiflorum,,,,,
41,Lotus wrangelianus,,,0.9,,
41,Lupinus bicolor,,0.3,0.2,,
41,Lupinus nanus,,,,,
41,Medicago polymorpha,,,,,
41,Micropus californicus,,,,,
41,Navarretia jepsonii,,,,,
41,Plagiobothrys nothofulvus,,,,,
41,Plantago erecta,,3,0.1,,
41,Poa bulbosa,,,,,
41,Polypogon monspeliensis,,,,,
41,Quercus lobata,,,,,
41,Sanicula crassicaulis,,,,,
41,Silene gallica,,,,,
41,Stellaria media,,,,,
41,Stellaria nitens,,,,,
41,Taeniatherum caput-medusae,2.5,,,,
41,Torilis arvensis,,,,3,0.9
41,Tragopogon dubius,,,,,
41,Trifolium dubium,,,,,
41,Trifolium hirtum,1,9,4,4,
41,Trifolium microcephalum,,,,,
41,Trifolium microdon,,,,,
41,Trifolium willdenovii,,,,,
41,Triphysaria eriantha,,,,,
41,Vicia villosa,1,,2,3,
41,Vulpia microstachys,,,,,
41,Vulpia myuros,,,,,
41,Unk mustard,,,,,
41,Bare,0.4,0.6,,0.4,
NOTES:,Quad 1 is way out of line. ,,,,,
42,Achyrachaena mollis,,,,,
42,Aegilops triuncialis,,,,,
42,Agoseris grandiflora,,,,,
42,Agoseris heterophylla,,,,,
42,Amsinckia menziesii,,,,,
42,Astragalus gambelianus,,,,,
42,Athysanus pusillus,,,,,
42,Avena barbata,,,,,
42,Avena fatua,80,20,70,12,8
42,Brodiaea elegans,,,,,
42,Bromus diandrus,,,,,
42,Bromus hordeaceus,,,0.1,2,0.4
42,Bromus madritensis,,,,,1
42,Calochortus superbus,,,,,
42,Camissonia graciliflora,,,,,0.4
42,Castilleja attenuata,,,,,
42,Centaurea solstitialis,,,,,
42,Centaurium trichanthum,,,,5,
42,Cerastium glomeratum,,,,,
42,Chorizanthe membranacea,,,,,
42,Clarkia purpurea,,,,,6
42,Crassula connata,,,,,
42,Cryptantha flaccida?????,,,,,
42,Dichelostemma capitatum,,,,,
42,Epilobium brachycarpum,,,,,
42,Eremocarpus setigerus,,,,,
42,Erodium brachycarpum,,,,,
42,Erodium cicutarium,,,,,
42,Euphorbia crenulata,0.1,,0.1,,
42,Filago gallica,,,,,
42,Geranium dissectum,,,,,
42,Gilia tricolor,,,,,
42,Hemizonia congesta,,,,,
42,Holocarpha virgata,,,,,
42,Hypochaeris glabra,0.3,,,,
42,Lactuca serriola,9,,4,0.2,
42,Lolium multiflorum,,4,,,
42,Lotus humistratus,,,,,
42,Lotus wrangelianus,,,,,
42,Lupinus bicolor,,,0.1,,
42,Lupinus nanus,,,,,
42,Medicago polymorpha,0.4,0.2,0.2,,
42,Microseris douglasii,,,,,
42,Nassella pulchra,,,2.5,,
42,Plagiobothrys nothofulvus,,,,,
42,Plantago erecta,,,,,0.5
42,Polypogon monspeliensis,,,,,
42,Senecio vulgaris?,,0.4,0.1,5,0.6
42,Silene gallica ?,,,,,
42,Sonchus oleraceus,,,,,
42,Taeniatherum caput-medusae,0.6,1.5,22,28,
42,Torilis arvensis,,,0.2,,
42,Trifolium dubium,,,,,
42,Trifolium fucatum,8,,,,
42,Trifolium gracilentum,0.1,,0.2,,
42,Trifolium hirtum,0.4,,8,56,2
42,Vicia villosa,,,0.3,2,
42,Vulpia microstachys,,,,,
42,Vulpia myuros,,,,,
42,Unknown tiny opp lvs,,,,,
42,Bare,4,17,0.1,,20
42,Rock,,,,,
NOTES:,,,,,,
43,Agoseris grandiflora,,,,,
43,Agoseris heterophylla,0.2,0.3,0.2,,0.2
43,Athysanus pusillus,,,,,
43,Avena barbata,,,,,
43,Avena fatua,0.5,0.3,3.5,30,70
43,Brodiaea elegans,,,,,
43,Bromus diandrus,,,,,
43,Bromus hordeaceus,,0.5,,1,0.7
43,Calochortus superbus,,,,,
43,Castilleja rubicundula,,,,,
43,Cerastium glomeratum,,,,,
43,Clarkia purpurea,,,,,
43,Cuscuta,,,,,
43,Dichelostemma capitatum,1,0.8,,0.1,0.2
43,Epilobium brachycarpum,,,,,
43,Eremocarpus setigerus,0.1,,,,
43,Euphorbia crenulata,0.1,0.1,0.3,0.2,0.2
43,Hemizonia congesta,12,28,40,,2
43,Hypochaeris glabra,0.2,0.1,0.2,20,5
43,Lactuca serriola,,,,3,2
43,Lolium multiflorum,2.5,1.5,,,
43,Lupinus bicolor,,,,,
43,Medicago polymorpha,,0.1,0.1,1.5,6
43,Microseris douglasii,30,40,15,,
43,Plantago erecta,,,,,
43,Poa secunda,0.1,0.1,,,
43,Polypogon monspeliensis,,,,,
43,Senecio vulgaris,,,,,
43,Sonchus oleraceus,0.1,,,30,1.5
43,Taeniatherum caput-medusae,20,8,,25,6
43,Torilis arvensis,,,,,
43,Trifolium fucatum,,2.5,36,0.3,
43,Trifolium gracilentum,7,0.4,0.6,3,
43,Trifolium hirtum,0.4,0.3,,,
43,Trifolium willdenovii,,,0.2,,0.2
43,Bare,13,2.5,20,18,0.8
NOTES:,,,,,,
44,Achyrachaena mollis,,,,,
44,Allium fimbriatum,,,,,
44,Ancistrocarphus filagineus,,,,,
44,Avena barbata,90,55,90,80,45
44,Avena fatua,95,80,90,90,90
44,Brodiaea elegans,,,,,
44,Bromus hordeaceus,6,2,0.5,0.5,5
44,Bromus madritensis,,,,,
44,Castilleja rubicundula,,,,,
44,Clarkia gracilis,,,0.2,,
44,Clarkia purpurea,,,,,
44,Dichelostemma capitatum,1,,1,1,2
44,Epilobium brachycarpum,,,,,
44,Eremocarpus setigerus,,,,,
44,Eriogonum nudum,,,,,4
44,Eriogonum vimineum,,,,,
44,Hemizonia congesta,0.5,0.7,1,10,9
44,Hesperolinon disjunctum,,,,,
44,Lactuca serriola,,,,,
44,L. succulentus,,1,,,
44,Lasthenia californica,0.1,,,,
44,Lotus humistratus,,,,,
44,Lotus wrangelianus,0.3,0.3,,,
44,Lupinus microcarpus,,,,,
44,Micropus californicus,,,,,0.2
44,Microseris douglasii,,,,,
44,Nassella pulchra,7,6,,,10
44,Perideridia kelloggii,3,7,0.8,2,
44,Pinus sabiniana seedling,,,,,
44,Plantago erecta,0.1,,,,0.1
44,Ranunculus occidentalis,,,0.1,,
44,Rigiopappus leptocladus,,,,,
44,Sidalcea diploscypha,,,,,
44,Sonchus oleraceus,,,,,
44,Taeniatherum caput-medusae,0.5,0.2,10,8,2
44,Trifolium bifidum,2,1,0.1,1,0.1
44,Trifolium fucatum,1,17,1,5,2
44,Trifolium gracilentum,,,,,
44,Unknown whorled subwhorled,,,,,
44,Vicia villosa,,,,,
44,Vulpia microstachys,0.2,,,,2
44,Vulpia myuros,,,,,
44,Zigadenus fremontii,,,,,
44,Bare,,7,1,1,1
NOTES:,,,,,,
45,Agoseris heterophylla,,,,,
45,Allium fimbriatum,,,,,
45,Ancistrocarphus filagineus,,0.5,,,
45,Athysanus pusillus,,,,,
45,Avena barbata,50,90,80,80,
45,Avena fatua,,,,,65
45,Bromus hordeaceus,0.3,,,4,1
45,Bromus madritensis,2,10,,,
45,Calochortus luteus,,,,,
45,Calochortus superbus,,,,,
45,Calycadenia pauciflora,,3,,,
45,Castilleja attenuata,,,,,
45,Castilleja rubicundula,,,,,
45,Centaurea melitensis,,,,,
45,Centaurea solstitialis,2,1.5,3,5,
45,Clarkia gracilis,,,,,7
45,Clarkia purpurea,,,,,
45,Dichelostemma capitatum,,,,0.2,0.3
45,Epilobium brachycarpum,,,,,
45,Eremocarpus setigerus,,,,,
45,Eriogonum covilleanum,,,,,
45,Eriogonum nudum,,,,,
45,Eriogonum vimineum,,,,,
45,Erodium cicutarium,,,,,
45,Euphorbia crenulata,,,,,
45,Grindelia camporum,3,0.4,0.3,2,
45,Hemizonia congesta,,2,,12,13
45,Hesperolinon sp.,,,,,
45,Hypochaeris glabra,,,,0.1,0.8
45,Hypochaeris radicata,,,,,
45,Lactuca serriola,,,,,
45,Lepidium nitidum,,0.1,,,
45,Lotus humistratus,,7,,,
45,Lotus wrangelianus,0.1,4,4,12,2
45,Lupinus microcarpus,,,,,
45,Lupinus succulentus,,,1,3,
45,Medicago polymorpha,,,,,0.2
45,Micropus californicus,,,,,
45,Microseris douglasii,,0.8,,0.3,
45,Nassella pulchra,4,,5,4,
45,Navarretia pubescens,,,,,
45,Plantago erecta,0.2,0.3,0.1,0.1,0.1
45,Silene gallica,,,,,
45,Taeniatherum caput-medusae,,5,4,,5
45,Trifolium albopurpureum,,,,,
45,Trifolium bifidum,,,,,0.7
45,Trifolium hirtum,,,,,
45,Trifolium sp?,,,,,
45,Vicia villosa,,,,,0.8
45,Vulpia microstachys,0.1,0.4,,,
45,Bare,18,60,,5,10
NOTES:,,,,,,
46,Agoseris heterophylla,,,,,
46,Allium fimbriatum,,,,,
46,Ancistrocarphus filagineus,,,0.4,,
46,Astragalus gambelianus,,,,,
46,Athysanus pusillus,,,,,
46,Avena barbata,30,5,50,60,95
46,Avena fatua,,,,,
46,Brodiaea elegans,,,,,
46,Bromus hordeaceus,,,,3,20
46,Bromus madritensis,,,35,0.1,
46,Calochortus luteus,,,0.4,,
46,Calochortus superbus,,,,,
46,Calochortus sp.,,,,,
46,Calycadenia pauciflora,,,,,
46,Castilleja rubicundula,,,0.2,,
46,Clarkia gracilis,1,,,3,2
46,Dichelostemma capitatum,0.1,0.7,1,0.1,0.1
46,Epilobium brachycarpum,,,,,
46,Eremocarpus setigerus,0.2,0.1,0.3,0.1,0.1
46,Grindelia camporum,,,3,,
46,Hemizonia congesta,1,9,5,4,1
46,Hespirolinon ?,,,,,
46,Lactuca serriola,,,,,
46,Lasthenia californica,,0.3,1,,
46,Lotus humistratus,,,0.1,,
46,Lotus wrangelianus,,3.5,8,0.2,
46,Lupinus microcarpus,,,,,
46,Lupinus succulentus,,1,0.8,,
46,Microseris douglasii,0.3,,,,
46,Nassella pulchra,14,,,25,
46,Navarretia pubescens,,,,,
46,Plantago erecta,,0.2,,1,0.1
46,Senecio vulgaris,,,,,
46,Taeniatherum caput-medusae,,,0.1,,2
46,Trifolium albopurpureum,,,,,
46,Trifolium bifidum,,,,,
46,Trifolium fucatum,,,1,,
46,Vulpia microstachys,0.2,25,0.3,,
46,Bare,53,55,10,12,2
NOTES:,,,,,,
47,Achyrachaena mollis,,0.1,,,
47,Allium fimbriatum,0.8,0.2,,,
47,Ancistrocarphus filagineus,1,0.1,,,0.2
47,Athysanus pusillus,,,,,
47,Avena fatua,15,80,90,50,3
47,Brodiaea elegans,,,,,
47,Bromus hordeaceus,1,1,1,0.5,
47,Bromus madritensis,15,,,6,14
47,Calochortus luteus,,,,,
47,Calycadenia sp.,,,,,
47,Castilleja attenuata,,,,,0.1
47,Castilleja rubicundula,,,,,
47,Clarkia purpurea,0.1,,,,
47,Dichelostemma capitatum,,0.5,0.3,0.1,0.1
47,Eremocarpus setigerus,,,0.1,,
47,Eriogonum nudum,0.1,1,0.1,,0.7
47,Grindelia camporum,4,,,,
47,Hemizonia congesta,5,6,9,5,20
47,Hypochaeris glabra,,,0.2,,
47,Lactuca serriola,,,,,
47,Lasthenia californica,,,,,
47,Lepidium nitidum,,,,0.1,
47,Lolium multiflorum,,,,,
47,Lomatium utriculatum,,,,,
47,Lotus wrangelianus,,,,,0.2
47,Lupinus microcarpus,,,,,
47,Lupinus succulentus,,1,,4,0.6
47,Micropus californicus,,1,,,
47,Microseris douglasii,0.1,,,0.2,10
47,Mimulus douglasii,,,,,0.1
47,Navarretia pubescens,,0.3,0.5,,0.1
47,Phlox gracilis,,,,,
47,Plantago erecta,3,2,0.1,1,25
47,Ranunculus occidentalis,,,,,
47,Stellaria nitens,,,,,
47,Taeniatherum caput-medusae,30,15,1,,18
47,Trifolium fucatum,25,12,25,2,1
47,Vulpia microstachys,15,0.2,0.1,0.1,25
47,Zigadenus?,,,,,
47,Bare,30,3,4,45,25
NOTES:,,,,,,
48,Achyrachaena mollis,,,,,
48,Agoseris heterophylla,,,,,
48,Allium fimbriatum,8,3,,,
48,Ancistrocarphus filagineus,,,,,
48,Athysanus pusillus,0.1,,,,
48,Avena barbata,,,8,30,60
48,Avena fatua,,,18,,75
48,Brodiaea elegans,,,,,
48,Bromus diandrus,,,,,
48,Bromus diandrus,,,,,
48,Bromus hordeaceus,,0.1,1,13,
48,Bromus madritensis,20,,0.3,,
48,Calochortus luteus,,,,,
48,Calycadenia pauciflora,15,20,12,9,
48,Camissonia graciliflora,,0.1,0.2,,
48,Castilleja attenuata,,,0.3,,
48,Castilleja rubicundula,,,,,
48,Centaurea melitensis,,,,,0.3
48,Clarkia purpurea,,,,,
48,Collinsia sparsiflora,,,,,
48,Dichelostemma capitatum,0.1,0.2,1,0.4,
48,Epilobium brachycarpum,,,,,
48,Eremocarpus setigerus,,,,,0.1
48,Eriogonum nudum,0.1,,,,
48,Githopsis specularioides,,,,,
48,Grindelia camporum,,,,0.6,
48,Hemizonia congesta,,,4,2,0.1
48,Hesperolinon disjunctum,0.1,,,,
48,Lactuca serriola,,,,,
48,Lasthenia californica,,0.1,50,1.5,0.1
48,Lepidium nitidum,0.1,,,,
48,Lolium multiflorum,,,,,
48,Lotus humistratus,,0.2,0.1,,
48,Lotus wrangelianus,,0.1,8,3,0.2
48,Lupinus microcarpus,,,,,
48,Lupinus succulentus,1,2,,,
48,Micropus californicus,,,6,1,
48,Microseris douglasii,0.4,1,3,1,
48,Mimulus douglasii,,,,,
48,Minuartia douglasii,1,,,,
48,Nassella pulchra,,,,,15
48,Navarretia jepsonii,,0.3,22,1,
48,Navarretia pubescens,,,,,
48,Phlox gracilis,,,,,
48,Plantago erecta,0.1,1,7,18,0.6
48,Rigiopappus leptocladus,,,,,
48,Sidalcea diploscypha,,,,,
48,Taeniatherum caput-medusae,,,25,40,5
48,Trifolium albopurpureum,,,0.2,0.3,
48,Trifolium fucatum,,,,,
48,Trifolium gracilentum,,,,,0.1
48,Vulpia microstachys,12,30,10,5,
48,Bare,50,45,18,14,9
NOTES:,,,,,,
49,Achyrachaena mollis,,,,,
49,Agoseris heterophylla,,,,,
49,Allium fimbriatum,,,,0.2,
49,Ancistrocarphus filagineus,,,,,
49,Athysanus pusillus,,,,,
49,Avena barbata,,,,,
49,Avena fatua,40,2,15,10,40
49,Brodiaea elegans,,,,,
49,Bromus hordeaceus,,,,,3
49,Bromus madritensis,20,40,10,18,
49,Calycadenia pauciflora,13,,,,
49,Castilleja attenuata,,,,,
49,Castilleja rubicundula,,,,0.3,
49,Centaurea melitensis,,,0.1,,10
49,Dichelostemma capitatum,,,0.1,0.3,0.3
49,Eremocarpus setigerus,,0.4,0.1,,
49,Eriogonum nudum,0.2,4,,3,
49,Erodium cicutarium,,0.1,0.1,,
49,Gastridium ventricosum,,,,,
49,Grindelia camporum,,,,1,1
49,Hemizonia congesta,4,8,9,10,1
49,Hesperolinon disjunctum,,,,0.2,
49,Hypochaeris glabra,,,,,0.2
49,Lactuca serriola,,,,,
49,Lasthenia californica,,,,,
49,Lepidium nitidum,,,,,
49,Lotus humistratus,,,2,20,8
49,Lotus wrangelianus,,,,,10
49,Lupinus microcarpus,,,,,1
49,Lupinus succulentus,,,,,
49,Micropus californicus,,,,,
49,Microseris douglasii,0.2,4,0.2,0.3,1
49,Navarretia pubescens,0.1,0.1,1,,1
49,Plantago erecta,3,12,20,5,10
49,Senecio vulgaris,,,,,
49,Silene gallica,,,,,
49,Taeniatherum caput-medusae,,,,,3
49,Trifolium fucatum,,,,,
49,Vulpia microstachys,1,20,40,1,
49,Bare,30,22,20,30,35
NOTES:,,,,,,
50,Agoseris grandiflora,,,,,
50,Allophyllum gilioides????,,,,0.4,0.1
50,Amsinckia menziesii,,,,,
50,Ancistrocarphus filagineus,,,,,
50,Athysanus pusillus,,,,0.1,
50,Avena fatua,10,10,1,70,70
50,Bromus diandrus,5,65,45,40,20
50,Bromus hordeaceus,5,5,5,,
50,Bromus madritensis,80,90,90,40,60
50,Centaurea melitensis,,,,7,26
50,Centaurea solstitialis,,,,3,0.8
50,Cerastium glomeratum,,,,,
50,Cirsium vulgare,,,,,
50,Clarkia purpurea,,,,,
50,Claytonia parviflora,,,,,
50,Daucus pusillus,1,0.1,0.2,,
50,Dichelostemma capitatum,0.1,0.1,0.1,0.2,
50,Dodecatheon hendersonii,,,,,
50,Erodium botrys,,,,,
50,Erodium cicutarium,0.1,0.2,0.1,1,2
50,Filago gallica,,,,2,0.2
50,Galium aparine,,,,,
50,Galium murale,0.5,0.1,1,0.1,0.1
50,Geranium dissectum,,,,,
50,Hypochaeris glabra,,,,0.1,
50,Lactuca serriola,,,,,
50,Linanthus bicolor,,,,,
50,Lotus humistratus,,,,,
50,Lotus wrangelianus,,,,,0.2
50,Lupinus bicolor,,1,,,
50,Lupinus nanus,3,2,0.1,5,0.2
50,Madia gracilis,1,,,,
50,Medicago polymorpha,,,,,
50,Micropus californicus,3,,,,
50,Navarretia pubescens,,,,,
50,Phacelia imbricata,,,,,
50,Quercus douglassii,,,,,
50,Phlox gracilis,,,,,
50,Salvia columbariae,,,,,
50,Sanicula bipinnata,,,,,
50,Sanicula bipinnatifida,0.4,1.5,,,
50,Silene gallica,,,,0.1,
50,Sonchus asper,,,,,
50,Stellaria media,,,,,
50,Stephanomeria sp.,,,,,
50,Thysanocarpus curvipes,,,,0.3,
50,Torilis arvensis,9,0.1,1.5,,
50,Trifolium albopurpureum,,,,,
50,Trifolium bifidum,5,0.2,,,
50,Trifolium gracilentum,,,,,
50,Trifolium hirtum,8,7,0.8,13,5
50,Trifolium microcephalum,,0.1,,,
50,Trifolium microdon,,,,,
50,Trifolium sp.,,,,0.1,
50,Vicia villosa,,0.1,,1,
50,Vulpia myuros,,,,1,
50,Unknown Trifolium,,,,,
50,Bare ,3,2,,1,2
NOTES:,"c/n find stake at #4, replaced with yellow flag",,,,,
51,Agoseris grandiflora,,,,0.3,
51,Allium serra,,,,,
51,Amsinckia menziesii,,,,,
51,Astragalus gambelianus,,,,,
51,Athysanus pusillus,,,,,0.1
51,Avena fatua,5,20,20,5,90
51,Brodiaea elegans,,,,,
51,Bromus diandrus,,,30,20,
51,Bromus hordeaceus,80,38,50,25,5
51,Bromus madritensis,,10,,,
51,Calandrinia ciliata,,,,,
51,Cardamine oligosperma,,,,,
51,Carduus pycnocephalus,,,,0.2,
51,Centaurea melitensis,,1,10,8,0.5
51,Centaurea solstitialis,,1,,0.2,1
51,Cerastium glomeratum,,,,,
51,Chorizanthe membranacea,,,,,
51,Clarkia purpurea,,,0.2,,
51,Collinsia sparsiflora,,,,,
51,Crassula connata,,,,,
51,Daucus pusillus,,1,4,1,2
51,Dichelostemma capitatum,0.1,,,,
51,Erodium botrys,,,,,
51,Erodium cicutarium,,1,0.2,2,0.1
51,Filago gallica,11,,,,0.2
51,Galium murale,,,,0.8,0.2
51,Gastridium ventricosum,,,,,
51,Geranium dissectum,,,,,
51,Hemizonia congesta,,,,,
51,Hypochaeris glabra,0.1,2,4,27,1
51,Lactuca serriola,,,,,
51,Linanthus bicolor,0.1,,,,
51,Lotus humistratus,4,4,8,17,3
51,Lotus wrangelianus,5,1,,,
51,Lupinus nanus,1,6,,0.2,
51,Madia gracilis,,,,,
51,Medicago polymorpha,,,,,
51,Micropus californicus,,,,0.3,
51,Navarretia pubescens,,,,,
51,Nemophila heterophylla,,,,,
51,Phlox gracilis,,,,,
51,Plagiobothrys nothofulvus,,,,,
51,Plantago erecta,,,,,
51,Poa secunda,,,,,
51,Sanicula bipinnata,,,,,
51,Sanicula bipinnatifida,,,,,0.2
51,Silene gallica,,,,,
51,Taeniatherum caput-medusae,12,1,,,
51,Thysanocarpus curvipes,,,1,,
51,Torilis arvensis,3,2,3,,
51,Trifolium albopurpureum,,,,,
51,Trifolium bifidum,1,,4,15,1
51,Trifolium dubium,,,,,
51,Trifolium hirtum,,0.3,10,,
51,Trifolium microcephalum,,,,0.3,
51,Trifolium microdon,0.2,3,1,0.4,
51,Trifolium willdenovii,,,,,
51,Uropappus lindleyi,,,,,
51,Vicia villosa,0.3,55,,,
51,Vulpia microstachys,2,,,,
51,Vulpia myuros,,,,,
51,Unknown brodiaea,,,,,
51,Bare,2,8,,,
NOTES:,,,,,,
52,Agoseris grandiflora,,,,,
52,Athysanus pusillus,,,,,
52,Avena fatua,95,2,1,60,85
52,Brodiaea elegans,,,,,
52,Bromus diandrus,,,,5,5
52,Bromus hordeaceus,2,75,55,20,5
52,Bromus madritensis,,,,,1
52,Calochortus luteus,,,,,1
52,Cardamine oligosperma,,,,,
52,Castilleja attenuata,,,0.2,,
52,Centaurea solstitialis,1,10,1,,
52,Cerastium glomeratum,,,,,
52,Clarkia purpurea,,2,7,5,0.1
52,Claytonia parviflora,,,,0.3,
52,Collinsia sparsiflora,,,0.2,,0.1
52,Daucus pusillus,,,3,18,20
52,Dichelostemma capitatum,0.1,,,,
52,Dodecatheon hendersonii,,,,,
52,Eremocarpus setigerus,,,,,
52,Erodium botrys,,,,,
52,Erodium cicutarium,,,0.3,2,0.1
52,Euphorbia crenulata,,,,,
52,Filago gallica,,,,,
52,Galium aparine,,,,,
52,Galium murale,2,10,4,0.1,2
52,Geranium dissectum,,,,,6
52,Hemizonia congesta,4,,1,,
52,Holocarpha virgata,,2,,,
52,Hypochaeris glabra,,,,,
52,Lactuca serriola,,,,0.1,
52,Linanthus bicolor,,,0.2,,0.1
52,Lolium multiflorum,,,,,
52,Lotus wrangelianus,,3,3,1,
52,Lupinus nanus,,,0.2,2,0.5
52,Madia gracilis,,,3,4,9
52,Medicago polymorpha,,,,,
52,Micropus californicus,,,2,,
52,Navarretia pubescens,,,1,0.2,
52,Nemophila menziesii,,,,,0.1
52,Phlox gracilis,,,0.1,,0.1
52,Plagiobothrys nothofulvus,,,,,
52,Plantago erecta,,,10,,
52,Poa secunda,,,,,
52,Sanicula bipinnata,,,,,
52,Sanicula bipinnatifida,,,2,3,
52,Senecio vulgaris,0.1,0.3,,,
52,Sidalcea diploscypha,4,,,,
52,Silene gallica,,,,,
52,Stellaria media,,,,,
52,Taeniatherum caput-medusae,5,25,65,5,
52,Thysanocarpus curvipes,,,,,
52,Torilis arvensis,,0.8,,0.5,18
52,Torilis nodosa,,,,,
52,Trifolium albopurpureum,,,,0.1,
52,Trifolium bifidum,1,,0.2,1,
52,Trifolium gracilentum,,,,,
52,Trifolium hirtum,,2,4,,
52,Trifolium microcephalum,,,2,0.1,
52,Trifolium microdon,0.8,0.7,,,
52,Trifolium willdenovii,,,,,
52,Uropappus lindleyi,,,,,
52,Vicia villosa,4,1,2,,
52,Vulpia myuros,,3,,0.1,
52,Zigadenus fremontii,,,,,
52,Bare,,3,,10,
NOTES:,,,,,,
53,Achillea millefolium,,,6,,
53,Agoseris heterophylla,,,,,
53,Allium serra,,,,,
53,Avena fatua,65,65,45,80,80
53,Bromus diandrus,10,10,5,5,10
53,Bromus hordeaceus,5,5,,,
53,Bromus madritensis,,8,10,12,15
53,Carduus pycnocephalus,,,,,0.4
53,Chlorogalum pomeridianum,,,0.3,,
53,Clarkia purpurea,,,,,
53,Cynosurus echinatus,,,,,
53,Daucus pusillus,0.1,0.8,0.1,2,0.4
53,Dichelostemma capitatum,,,,,
53,Epilobium brachycarpum,,,,,
53,Erodium cicutarium,,0.9,,,0.3
53,Eriophyllum lanatum,1,,,,
53,Filago gallica,,,,,
53,Galium aparine,,,,,
53,Galium murale,0.1,0.5,0.1,0.2,
53,Geranium dissectum,,,,,4
53,Geranium molle,,,,,
53,Hypochaeris glabra,,,,,
53,Lactuca serriola,,,,,
53,Lathyrus vestitus,16,15,30,,
53,Lomatium utriculatum,,,0.4,,
53,Lotus wrangelianus,1,,,,
53,Lupinus albifrons,5,,,,
53,Lupinus nanus,8,0.8,,1,2
53,Madia exigua,,,,,
53,Madia gracilis,,0.6,0.1,0.1,7
53,Medicago polymorpha,0.1,,3,,
53,Melica californica,,,,,
53,Micropus californicus,,,,,
53,Microseris douglasii,0.1,,,,
53,Nassella pulchra,,,,,
53,Plantago erecta,0.1,,,,
53,Quercus douglassii,,,,,
53,Ranunculus occidentalis,,,,,
53,Sanicula bipinnata,,,,,
53,Sanicula bipinnatifida,1,1,0.1,0.8,
53,Senecio vulgaris,,,,,
53,Sisyrinchium bellum,,,1.7,,
53,Torilis arvensis,0.4,0.2,0.2,14,3
53,Trifolium bifidum,1.5,16,1,4,0.4
53,Trifolium hirtum,50,,,0.2,3
53,Trifolium microcephalum,,,,,
53,Trifolium microdon,,,,,
53,Triteleia laxa,,,,,
53,Vicia villosa,0.1,2,,,
53,Vulpia myuros,,,,,
53,Bare,15,4,15,,
NOTES:,,,,,,
54,Achillea millefolium,7,,,,
54,Agoseris grandiflora,,,,,
