site,Spp,1,2,3,4,5,Notes
38,Hemizonia congesta,,,,,,
38,Holocarpha virgata,0.6,7,0.2,0.1,,
38,Hypochaeris glabra,3,14,1.8,2,0.8,
38,Lactuca serriola,4,,,,,
38,Lepidium nitidum,,,,,,
38,Linanthus bicolor,,,,,,
38,Linanthus ciliatus,,,,,,
38,Lithophragma heterophyllum,,,,,,
38,Lotus wrangelianus,0.2,,,0.1,,
38,Lupinus bicolor,7,15,11,8.5,3.5,
38,Melilotus indica,,,,,,
38,Micropus californicus,,0.1,,0.1,0.1,
38,Minuartia sp.,,,,,,
38,Navarretia pubescens,,,,,,
38,Plagiobothrys nothofulvus,,,,,,
38,Plantago erecta,0.1,6,44,3,,
38,Ranunculus occidentalis,,,,,,
38,Sanicula crassicaulis,,,,,,
38,Senecio vulgaris,,,,,,
38,Silene gallica,,,,,,
38,Taeniatherum caput-medusae,6,0.3,0.1,0.3,0.2,
38,Torilis arvensis,7,,,,6,
38,Trifolium ciliolatum,,,,,,
38,Trifolium gracilentum,,,,10,0.4,
38,Trifolium hirtum,0.1,5,,11,2.1,
38,Trifolium microcephalum,,,,,,
38,Trifolium microdon,,,,,,
38,Triphysaria eriantha,,,,,,
38,Vicia villosa,18,5.5,,32,37,
38,Vulpia microstachys,,,,,,
38,Vulpia myuros,,,,,,
NOTES:,Needs taller markers at quads #2 and 4,,,,,,
39,Agoseris heterophylla,1.8,,,,,
39,Aira caryophyllea,,,,,,
39,Anagallis arvensis,2,10,4,29,0.3,
39,Athysanus pusillus,,,,,,
39,Avena fatua,0.9,,,,,could be barbata
39,Briza minor,,,,,,
39,Bromus hordeaceus,2,,,,,
39,Calochortus luteus,,0.2,,,,
39,Carduus pycnocephalus,5,,,,,
39,Castilleja attenuata,,,,,,
39,Centaurea melitensis,10,0.1,0.4,0.1,,
39,Cerastium glomeratum,,,,,,
39,Clarkia purpurea,,,0.1,,0.1,
39,Crassula connata,,,,,,
39,Cynosurus echinatus,,,,,,
39,Dichelostemma capitatum,,1.3,0.2,,,
39,Epilobium brachycarpum,,0.2,,,,
39,Eremocarpus setigerus,,,,,,
39,Erodium botrys,0.3,,0.3,2,1.4,
39,Erodium brachycarpum,,,,,,
39,Erodium cicutarium,,12,1.6,53,0.3,
39,Filago gallica,,,,,,
39,Galium aparine,0.3,,0.1,,,
39,Galium murale,,1.2,,,0.1,
39,Gastridium ventricosum,,,,,,
39,Geranium dissectum,1,0.5,,,,
39,Hemizonia congesta,,,,,,
39,Holocarpha virgata,0.5,3,0.1,6,0.2,
39,Hypochaeris glabra,0.4,2.2,0.2,0.4,39,
39,Lactuca serriola,1.9,4,3,,,
39,Lepidium nitidum,,,,,,
39,Linanthus bicolor,,,,,,
39,Linanthus ciliatus,,,,,,
39,Lolium multiflorum,,,,,,
39,Lotus wrangelianus,,,,0.1,,
39,Lupinus bicolor,,,,0.1,0.2,
39,Medicago polymorpha,,,,,,
39,Melilotus indica,,,,,,
39,Micropus californicus,,,,,,
39,Nassella pulchra,,,,,,
39,Navarretia jepsonii,,,,,,
39,Navarretia pubescens,,,,,,
39,Plagiobothrys nothofulvus,,,,,0.1,
39,Plantago erecta,,0.2,,5,0.3,
39,Ranunculus occidentalis,,,,,,
39,Stellaria nitens,,,,,,
39,Taeniatherum caput-medusae,7,9,20,5,19,
39,Torilis arvensis,,,,,,
39,Trifolium albopurpureum,,,,,,
39,Trifolium gracilentum,,,,,,
39,Trifolium hirtum,0.1,,,,,
39,Trifolium microcephalum,,,,,,
39,Trifolium microdon,,,,,,
39,Triphysaria eriantha,,,,,,
39,Vicia villosa,20,11,20,8,0.1,
39,Vulpia myuros,11,0.1,,,,seems like microstachys
NOTES:,Needs taller markers at quads #2 and 4,,,,,,
40,Agoseris heterophylla,,,,,,
40,Aira caryophyllea,,,,,,
40,Anagallis arvensis,,,,,,
40,Athysanus pusillus,,,,,,
40,Avena fatua,,0.5,6,,,
40,Briza minor,,,,,,
40,Brodiaea elegans,,,,,,
40,Bromus diandrus,,,,,0.2,
40,Bromus hordeaceus,0.7,4,12,0.2,0.2,
40,Bromus madritensis,,,,,,
40,Carduus pycnocephalus,,,,,,
40,Castilleja attenuata,,,,,,
40,Cerastium glomeratum,,,,,,
40,Clarkia purpurea,,0.3,,0.2,0.1,
40,Crassula connata,,,,,,
40,Cynosurus echinatus,,,,,,
40,Daucus pusillus,,,,,0.1,
40,Dichelostemma capitatum,,0.1,0.1,,,
40,Epilobium brachycarpum,0.1,,,0.1,,
40,Erodium brachycarpum,0.1,1,3,9,0.3,
40,Erodium cicutarium,,,0.1,5,0.3,
40,Euphorbia crenulata,,,,,,
40,Filago gallica,,,,,,
40,Galium aparine,,,,,,
40,Galium murale,,,,0.5,0.1,
40,Gastridium ventricosum,,,,,,
40,Geranium dissectum,0.1,,0.1,,,
40,Hemizonia congesta,,,,,,
40,Holocarpha virgata,0.1,6.5,0.9,0.6,0.2,
40,Hypochaeris glabra,0.1,0.2,8,6,0.2,
40,Juncus bufonius,,,,,,
40,Lactuca serriola,,,,,,
40,Lepidium nitidum,,,,,,
40,Linanthus bicolor,,,,,,
40,Linanthus ciliatus,,,,,0.1,
40,Lolium multiflorum,,2,,,,
40,Lotus wrangelianus,,,,,0.1,
40,Lupinus bicolor,,0.1,1,0.8,1.2,
40,Medicago polymorpha,,,,,,
40,Melilotus indica,,,,,,
40,Micropus californicus,,0.1,0.1,0.1,5,
40,Nassella pulchra,,,,,,
40,Navarretia pubescens,,,,,,
40,Plantago erecta,,,0.1,,,
40,Ranunculus occidentalis,,,,,,
40,Silene gallica,,,,,,
40,Stellaria nitens,,,,,,
40,Taeniatherum caput-medusae,78,13,35,40,2.3,
40,Torilis arvensis,,,,,,
40,Trifolium bifidum,,,,,,
40,Trifolium ciliolatum,,,,,,
40,Trifolium dubium,,,,,,
40,Trifolium fucatum,,,,,,
40,Trifolium gracilentum,,,,,,
40,Trifolium hirtum,,22,10,,0.1,
40,Trifolium microcephalum,,,1.1,,,could be microdon
40,Trifolium microdon,,,,,,
40,Trifolium willdenovii,,,,,,
40,Triphysaria eriantha,,,,,,
40,Vicia villosa,7.5,16.5,22,,,
40,Vulpia microstachys,,,,,,
40,Vulpia myuros,,,,,,
NOTES:,Needs taller markers at quads #2 and 4,,,,,,
41,Agoseris grandiflora,,,0.1,,,
41,Agoseris heterophylla,,0.1,0.1,,,
41,Aira caryophyllea,,,,,,
41,Amsinckia menziesii,,,,,,
41,Aphanes occidentalis,,,,,,
41,Athysanus pusillus,,,,,,
41,Avena fatua,,,,0.2,11,could be barbata
41,Brassica nigra,,,,,,
41,Briza minor,,,,,,
41,Bromus diandrus,,0.3,0.9,38,27,
41,Bromus hordeaceus,2,2.5,8,0.4,,
41,Bromus madritensis,0.6,2,,,,
41,Calandrinia ciliata,,,0.2,,,
41,Centaurea solstitialis,,0.2,,,,
41,Cerastium glomeratum,,,,,,
41,Clarkia purpurea,0.2,0.2,0.1,,,
41,Claytonia parviflora,,,,,,
41,Crassula connata,,,,,,
41,Cynosurus echinatus,,,,,,
41,Dactylis glomerata,,,,,,
41,Daucus pusillus,,,0.3,,,
41,Dichelostemma capitatum,,,,0.9,,
41,Dodecatheon hendersonii,,,,,,
41,Epilobium brachycarpum,,,,,,
41,Eremocarpus setigerus,,,,,,
41,Erodium brachycarpum,29,50,6,,,
41,Erodium cicutarium,0.6,0.2,3.9,,,
41,Euphorbia crenulata,,,,,,
41,Filago gallica,,,,,,
41,Galium aparine,,,,,0.4,
41,Galium murale,1.5,0.1,0.2,,,
41,Geranium dissectum,,,,,,
41,Geranium mollis,,,0.2,0.3,,
41,Holocarpha virgata,1.1,,,,,
41,Hordeum murinum,,,,,,
41,Hypochaeris glabra,0.4,11,4,,,
41,Hypochaeris radicata,,,,,,
41,Lactuca serriola,,,,0.1,,
41,Lepidium nitidum,,,,,,
41,Linanthus bicolor,,,,,,
41,Linanthus ciliatus,0.2,0.2,0.3,,,
41,Lolium multiflorum,,,,,,
41,Lotus wrangelianus,,,,,,
41,Lupinus bicolor,28,11,4,0.1,,
41,Medicago polymorpha,,,,,,
41,Micropus californicus,,,,,,
41,Navarretia jepsonii,,,,,,
41,Plagiobothrys nothofulvus,,,0.2,,,
41,Plantago erecta,,11,2,,,
41,Poa bulbosa,,,,,,
41,Polypogon monspeliensis,,,,,,
41,Quercus lobata,,,,,,
41,Sanicula crassicaulis,,,,,,
41,Silene gallica,,,,,,
41,Stellaria media,,,,,,
41,Stellaria nitens,,,,,,
41,Taeniatherum caput-medusae,,,,,,
41,Torilis arvensis,,,,14,0.7,
41,Tragopogon dubius,,,,,,
41,Trifolium bifidum,,,0.1,,,
41,Trifolium dubium,,,,,,
41,Trifolium hirtum,2.6,9,25,20,,
41,Trifolium microcephalum,,,,,,
41,Trifolium microdon,,0.3,,,,"light pink, cup-like involcure"
41,Trifolium willdenovii,,,,,,
41,Triphysaria eriantha,,,,,,
41,Vicia villosa,0.4,,,5.5,,
41,Vulpia microstachys,,,,,,
41,Vulpia myuros,,,,,,
NOTES:,,,,,,,
42,Achyrachaena mollis,,,,,,
42,Aegilops triuncialis,,,,,,
42,Agoseris grandiflora,,,,,,
42,Agoseris heterophylla,,,,,,
42,Amsinckia menziesii,,,,,,
42,Astragalus gambelianus,,,,,0.4,
42,Athysanus pusillus,,,,,,
42,Avena fatua,55,23,15,27,,"could be barbata, but reported as fatua in the past"
42,Brodiaea elegans,,,,,,
42,Bromus diandrus,,,,,,
42,Bromus hordeaceus,,0.6,0.1,12,,
42,Bromus madritensis,,,,0.2,0.6,
42,Calochortus superbus,,,,,,
42,Camissonia graciliflora,,,,,0.1,
42,Castilleja attenuata,,,,,,
42,Centaurea solstitialis,0.1,1,0.1,15,0.3,
42,Centaurium trichanthum,,,,,,
42,Cerastium glomeratum,,,,,,
42,Chorizanthe membranacea,,,,,,
42,Clarkia purpurea,,,,,,
42,Crassula connata,,,,,,
42,Dichelostemma capitatum,0.1,0.1,,,,
42,Epilobium brachycarpum,,,,,,
42,Eremocarpus setigerus,,,,,,
42,Erodium brachycarpum,,,,,0.4,
42,Erodium cicutarium,,,,,0.8,
42,Euphorbia crenulata,0.1,,,,,
42,Filago gallica,,,,,0.1,
42,Geranium dissectum,,,,,,
42,Gilia tricolor,,,,,0.2,
42,Hemizonia congesta,,0.1,,,,
42,Holocarpha virgata,,,,,2.3,
42,Hypochaeris glabra,,,,,1.9,
42,Lactuca serriola,3.1,,0.3,,,Quad 1 0.1 is L. saligna
42,Lolium multiflorum,,5,,,,
42,Lotus humistratus,,,,,2.6,
42,Lotus wrangelianus,,,,,,
42,Lupinus bicolor,,2,0.6,0.4,,
42,Medicago polymorpha,1,1.1,,,,
42,Microseris douglasii,,,,,,
42,Nassella pulchra,,,,,,
42,Plagiobothrys nothofulvus,,,,0.1,0.1,Tiny flower in quad 5!
42,Plantago erecta,,,,,3,
42,Polypogon monspeliensis,,,,,,
42,Senecio vulgaris,,,,,,
42,Silene gallica,,,,,,
42,Taeniatherum caput-medusae,4,10,11,0.9,,
42,Torilis arvensis,,,,,,
42,Trifolium dubium,,,,,,
42,Trifolium fucatum,,,,,,
42,Trifolium gracilentum,0.6,,,,,
42,Trifolium hirtum,17,45,8,17,3.5,
42,Velezia rigida,,,,,8,
42,Vicia villosa,,,55,3,,
42,Vulpia microstachys,,,,,,
42,Vulpia myuros,,,,,,
42,Unknown herb,,,,,0.1,
NOTES:,Quad 5 marker needs to be pounded in with a post pounder. ,,,,,,
43,Agoseris grandiflora,,,,,,
43,Agoseris heterophylla,,,,,,
43,Athysanus pusillus,,,,,,
43,Avena fatua,5.5,1,1.3,13,18,could be barbata
43,Brodiaea elegans,,,,,,
43,Bromus diandrus,,,,,,
43,Bromus hordeaceus,,,6,0.3,2,
43,Calochortus superbus,,,,,,
43,Castilleja rubicundula,,0.1,,,,
43,Centaurea solstitialis,,,0.3,,,
43,Cerastium glomeratum,,,,,,
43,Clarkia purpurea,,,,,,
43,Cuscuta californica,,,,,,
43,Dichelostemma capitatum,6.2,9.2,,0.7,0.2,
43,Epilobium brachycarpum,,,,,,
43,Eremocarpus setigerus,,,,,,
43,Euphorbia crenulata,,0.3,0.1,0.3,0.1,
43,Hemizonia congesta,42,23,12,5,,
43,Hypochaeris glabra,,0.2,0.5,0.1,0.2,
43,Lactuca serriola,0.8,,,2,0.5,"Quad 1, 0.2 is L. saligna, Quad 5, 0.4 is L. saligna"
43,Lolium multiflorum,10,0.3,0.1,,,
43,Lotus wrangelianus,,,,0.2,,
43,Lupinus bicolor,,,,,,
43,Medicago polymorpha,,1,,0.3,1,
43,Microseris douglasii,,,,,,
43,Plantago erecta,,,,,,
43,Poa secunda,,,,,,
43,Polypogon monspeliensis,,,,,,
43,Senecio vulgaris,,,,,,
43,Taeniatherum caput-medusae,2,2.2,6,4,10,
43,Torilis arvensis,,,,,,
43,Trifolium fucatum,,14,0.8,0.3,,
43,Trifolium gracilentum,9,5.5,0.2,2.5,4,pedicel without involcure
43,Trifolium hirtum,,0.4,,,2,
43,Trifolium willdenovii,,,,,,
43,Vicia villosa,,,,,13,
NOTES:,Needs taller PVC at quad #4,,,,,,
44,Achyrachaena mollis,,,,,,
44,Allium fimbriatum,,,,,,
44,Ancistrocarphus filagineus,,,,,,
44,Avena fatua,63,35,55,80,35,could be barbata
44,Brodiaea elegans,,,,,,
44,Bromus hordeaceus,0.8,0.6,0.1,,0.5,
44,Bromus madritensis,,0.3,,,0.2,
44,Castilleja rubicundula,,,,,,
44,Clarkia gracilis,,,,,,
44,Clarkia purpurea,,,,,,
44,Dichelostemma capitatum,1.4,0.4,2.5,0.8,5,
44,Epilobium brachycarpum,,0.2,,,,
44,Eremocarpus setigerus,,,,,,
44,Eriogonum nudum,,,,,,
44,Eriogonum vimineum,,,,,1,
44,Hemizonia congesta,0.4,2,0.1,0.2,0.2,
44,Hesperolinon disjunctum,,0.4,,,,"in flower, ID confirmed"
44,Lactuca serriola,,,0.3,0.5,0.1,L. saligna only
44,Lupinus succulentus,,4,,,,
44,Lasthenia californica,,,,,,
44,Lotus humistratus,,,,,,
44,Lotus wrangelianus,0.3,0.3,,0.1,,
44,Lupinus microcarpus,,,,,,
44,Micropus californicus,,,,,,
44,Microseris douglasii,,,,,,
44,Nassella pulchra,7,6,,,8,
44,Perideridia kelloggii,1,3,,2,5,
44,Pinus sabiniana,,,,,,
44,Plantago erecta,,,,,,
44,Ranunculus occidentalis,,,,,,
44,Rigiopappus leptocladus,,,,,,
44,Sidalcea diploscypha,,,,,,
44,Taeniatherum caput-medusae,0.1,1,5,3.5,1,
44,Trifolium bifidum,1,0.8,0.1,0.4,0.1,
44,Trifolium fucatum,,15,17,8,4,
44,Trifolium gracilentum,,0.2,,,,
44,Vicia villosa,,,,,,
44,Vulpia microstachys,,0.4,,4,1,
44,Vulpia myuros,,,,,,
44,Zigadenus fremontii,,,,,0.2,
44,Unknown herb,,,,,0.2,Could be young Senecio eurycephalus greyish rosette
NOTES:,"Gopher disturbance: 30% quad 1, needs 3 rebar. ",,,,,,
45,Agoseris heterophylla,,0.1,,,,
45,Allium fimbriatum,,,,,,
45,Ancistrocarphus filagineus,,0.3,0.2,0.3,,
45,Athysanus pusillus,,,,,,
45,Avena fatua,8,,35,28,21,
45,Bromus hordeaceus,,0.1,0.1,22,14,
45,Bromus madritensis,15,6,,0.5,,
45,Calochortus luteus,,,,,,
45,Calochortus superbus,,,,,,
45,Calycadenia pauciflora,2,7,,,,
45,Castilleja attenuata,,,,,,
45,Castilleja rubicundula,,,,,,
45,Centaurea melitensis,0.8,0.2,2.1,1,,ID-ed as melitensis
45,Centaurea solstitialis,,,,,,
45,Clarkia gracilis,,,,,,
45,Clarkia purpurea,,,,,,
45,Dichelostemma capitatum,0.1,0.1,,0.6,,
45,Epilobium brachycarpum,,,,,,
45,Eremocarpus setigerus,,,,,,
45,Eriogonum covilleanum,,,,,,
45,Eriogonum nudum,0.2,,,,,
45,Eriogonum vimineum,,,,,,
45,Erodium cicutarium,,,,,,
45,Euphorbia crenulata,,,,,0.1,
45,Grindelia camporum,2.3,1,3,,,
45,Hemizonia congesta,0.2,1.1,0.2,1,,
45,Hesperolinon disjunctum,,1.1,,,,
45,Hypochaeris glabra,,,,,,
45,Hypochaeris radicata,,,,,,
45,Lactuca serriola,,,,1.4,12,"Almost all L. saligna, quad 4 and quad 5 have 0.2 L. serriola"
45,Lepidium nitidum,,,,,,
45,Lotus humistratus,,5.5,,,,
45,Lotus wrangelianus,2,0.6,17,18,11,
45,Lupinus microcarpus,,,,,0.5,fuzzy 
45,Lupinus succulentus,,,11,10,0.5,
45,Medicago polymorpha,,,,,0.1,
45,Micropus californicus,,,,,,
45,Microseris douglasii,,,,,,
45,Nassella pulchra,2,,3,1,,
45,Navarretia pubescens,,0.3,,,,
45,Plantago erecta,0.5,0.1,,0.4,,
45,Silene gallica,,,,,,
45,Taeniatherum caput-medusae,,2.5,7,10,15,in flower
45,Trifolium albopurpureum,,,,,,
45,Trifolium bifidum,,,,,,
45,Trifolium hirtum,,,,,,
45,Vicia villosa,,,,,,
45,Vulpia microstachys,,,,,,
NOTES:,,,,,,,
46,Agoseris heterophylla,0.1,,,,,
46,Allium fimbriatum,,,,,,
46,Ancistrocarphus filagineus,,,,,,
46,Astragalus gambelianus,,,,,,
46,Athysanus pusillus,,,,,,
46,Avena fatua,2.5,0.6,15,16,13,
46,Brodiaea elegans,,,,,,
46,Bromus hordeaceus,0.1,,0.2,6,25,
46,Bromus madritensis,,12,12,0.5,,
46,Calochortus luteus,,,,,,
46,Calochortus superbus,,,,,,
46,Calycadenia pauciflora,0.3,,,,,
46,Castilleja rubicundula,,,0.2,0.1,,
46,Clarkia gracilis,0.1,,,0.2,,
46,Dichelostemma capitatum,,1.4,0.1,0.1,0.2,
46,Epilobium brachycarpum,,,,,0.1,
46,Eremocarpus setigerus,,,0.2,,,
46,Grindelia camporum,,,,,,
46,Hemizonia congesta,7,5,0.9,1.4,0.1,
46,Hespirolinon disjunctum,0.1,1.3,0.2,,,
46,Lactuca serriola,,0.3,,0.1,4.4,All L. saligna except for 0.4 L. serriola quad 5. 
46,Lasthenia californica,,,,,,
46,Lotus humistratus,2.5,0.2,0.3,,,
46,Lotus wrangelianus,,2.5,1.7,0.7,,
46,Lupinus microcarpus,,,,0.3,,
46,Lupinus succulentus,,,,1,,
46,Microseris douglasii,,,,,,
46,Nassella pulchra,17,,,30,,
46,Navarretia pubescens,,,,,,
46,Plantago erecta,,1.1,1.2,,0.1,
46,Senecio vulgaris,,,,,,
46,Taeniatherum caput-medusae,,,,0.6,7,
46,Trifolium albopurpureum,,,,,,
46,Trifolium bifidum,,,,,,
46,Trifolium fucatum,,,,,,
46,Vulpia microstachys,,24,2.5,0.1,,
NOTES:,"Needed rebar at quads 2 & 4, gopher disturbance quad 3. ",,,,,,
47,Achyrachaena mollis,,,,,,
47,Allium fimbriatum,0.1,,,,,
47,Ancistrocarphus filagineus,,,,,,
47,Athysanus pusillus,,,,,,
47,Avena fatua,11,24,36,0.1,5,
47,Brodiaea elegans,,,,,,
47,Bromus hordeaceus,34,14,8,2,,
47,Bromus madritensis,0.1,,0.1,0.6,1.4,
47,Calochortus luteus,,,,,,
47,Calycadenia pauciflora,,,,,,
47,Castilleja attenuata,,,,,,
47,Castilleja rubicundula,,,,,,
47,Clarkia purpurea,,,,,,
47,Dichelostemma capitatum,0.2,0.1,,0.1,0.1,
47,Eremocarpus setigerus,,,,,,
47,Eriogonum nudum,0.2,0.6,1.4,0.2,1.3,
47,Grindelia camporum,2.6,0.5,0.4,0.3,4,
47,Hemizonia congesta,1.5,0.3,0.2,0.1,2,
47,Hypochaeris glabra,,,,,0.1,
47,Lactuca serriola,,,,,,
47,Lasthenia californica,,,,,,
47,Lepidium nitidum,,,,,,
47,Lolium multiflorum,,,,,,
47,Lomatium utriculatum,,,,,,
47,Lotus wrangelianus,,,,,0.6,
47,Lupinus microcarpus,0.4,,,,,
47,Lupinus succulentus,0.6,0.7,2,2.5,,
47,Micropus californicus,,,,,,
47,Microseris douglasii,,,,,4,
47,Mimulus douglasii,,,,,,
47,Navarretia pubescens,,0.1,0.2,,0.5,
47,Phlox gracilis,,,,,,
47,Plantago erecta,1.4,,0.1,0.1,5,
47,Ranunculus occidentalis,,,,,,
47,Stellaria nitens,,,,,,
47,Taeniatherum caput-medusae,18,13,0.2,,33,
47,Trifolium fucatum,19,2,18,0.3,1,
47,Vulpia microstachys,1.1,0.1,0.1,,1.3,
NOTES:,Needs rebar at quads 2 & 4. Lots of bare ground in quad 4 - possible gopher. ,,,,,,
48,Achyrachaena mollis,,,,,,
48,Agoseris heterophylla,,,,,,
48,Allium fimbriatum,6,0.3,,,,
48,Ancistrocarphus filagineus,,,,,,
48,Athysanus pusillus,0.1,,,,,
48,Avena fatua,,0.2,22,26,34,"not sure if barbata or fatua, no florets"
48,Brodiaea elegans,,,,,,
48,Bromus diandrus,,,,,,
48,Bromus diandrus,,,,,,
48,Bromus hordeaceus,0.1,0.2,23,13,0.1,
48,Bromus madritensis,6,8,2,,,
48,Calochortus luteus,,,,,,
48,Calycadenia pauciflora,7,13,1,,,
48,Camissonia graciliflora,1,,,,,
48,Castilleja attenuata,,,,,,
48,Castilleja rubicundula,,,,,,
48,Centaurea melitensis,,,,,,
48,Clarkia purpurea,,,,,,
48,Collinsia sparsiflora,,,,,,
48,Dichelostemma capitatum,,1.2,0.3,0.4,0.1,
48,Epilobium brachycarpum,,,,,,
48,Eremocarpus setigerus,,,,,,
48,Eriogonum nudum,0.3,,,,,
48,Githopsis specularioides,,,,,,
48,Grindelia camporum,,,0.1,,,
48,Hemizonia congesta,1,1.6,2,1.3,0.9,
48,Hesperolinon disjunctum,1,1.2,,,,
48,Latuca saligna,,,,0.1,,
48,Lactuca serriola,,,0.1,,,
48,Lasthenia californica,,,7,0.1,,
48,Lepidium nitidum,,,,,,
48,Lolium multiflorum,,,,,,
48,Lotus humistratus,,0.5,,,,
48,Lotus wrangelianus,,,6,0.2,,
48,Lupinus microcarpus,,,,,,
48,Lupinus succulentus,,,,,,
48,Micropus californicus,,,,,,
48,Microseris douglasii,4,1,,,,
48,Mimulus douglasii,,,,,,
48,Minuartia douglasii,0.2,,,,,
48,Nassella pulchra,,,,2,38,
48,Navarretia jepsonii,,0.1,1,,,
48,Navarretia pubescens,,,,,,
48,Phlox gracilis,,,,,,
48,Plantago erecta,0.2,7,3.5,0.8,,
48,Rigiopappus leptocladus,,,,,,
48,Sidalcea diploscypha,,,,,,
48,Taeniatherum caput-medusae,,0.1,32,22,2.5,
48,Trifolium albopurpureum,,,,0.1,,"no flowers, ID uncertain"
48,Trifolium fucatum,,,,,,
48,Trifolium gracilentum,,,,,,
48,Vulpia microstachys,2,12,0.3,0.2,0.2,
NOTES:,Need rebar at quad 2 & 3.,,,,,,
49,Achyrachaena mollis,,,,,,
49,Agoseris heterophylla,,,,,,
49,Allium fimbriatum,,,,0.1,,
49,Ancistrocarphus filagineus,,,,,0.3,
49,Athysanus pusillus,,,,,,
49,Avena fatua,10,2,8,7,10,
49,Brodiaea elegans,,,,,,
49,Bromus hordeaceus,,0.1,1.3,0.1,14,
49,Bromus madritensis,17,19,3,20,7,
49,Calycadenia pauciflora,4,,,,,
49,Castilleja attenuata,,,,,,
49,Castilleja rubicundula,,,,,,
49,Centaurea melitensis,,,,0.1,1.4,
49,Dichelostemma capitatum,0.1,0.1,0.1,0.2,,
49,Eremocarpus setigerus,,,,,,
49,Eriogonum nudum,0.5,1,0.2,3,,
49,Erodium cicutarium,,4,1.7,0.1,0.1,
49,Filago gallica,,,0.1,,,
49,Gastridium ventricosum,,,,,,
49,Grindelia camporum,,,,10,,
49,Hemizonia congesta,0.6,13,12,1.7,0.6,
49,Hesperolinon disjunctum,0.1,,,,0.1,
49,Hypochaeris glabra,0.1,,0.3,,0.6,
49,Lactuca serriola,,,0.1,,,
49,Lasthenia californica,,,,,,
49,Lepidium nitidum,,,,,,
49,Lotus humistratus,,,,8,7,
49,Lotus wrangelianus,,,,,,
49,Lupinus microcarpus,,,,,,
49,Lupinus succulentus,0.1,0.3,,,,
49,Micropus californicus,,,,,,
49,Microseris douglasii,0.3,4,0.2,0.1,,
49,Navarretia pubescens,,0.3,1,,0.7,
49,Plantago erecta,0.3,12,8,4,0.7,
49,Senecio vulgaris,,,,,,
49,Silene gallica,,,,,,
49,Taeniatherum caput-medusae,,,,,0.5,
49,Trifolium fucatum,,,,,,
49,Vulpia microstachys,,5,6,0.2,0.1,
NOTES:,Needs 3 rebar. ,,,,,,
50,Agoseris grandiflora,,,,,,
50,Amsinckia menziesii,,,,,,
50,Ancistrocarphus filagineus,,,,,,
50,Athysanus pusillus,,,,,,
50,Avena fatua,15,19,10,4,15,
50,Bromus diandrus,44,30,25,37,30,
50,Bromus hordeaceus,0.2,,,1,,
50,Bromus madritensis,,,,,,
50,Centaurea melitensis,,0.1,,0.2,0.1,
50,Centaurea solstitialis,,,,,0.4,
50,Cerastium glomeratum,,,,,,
50,Cirsium vulgare,,,,,,
50,Clarkia purpurea,,,,,,
50,Claytonia parviflora,,,,,,
50,Daucus pusillus,,,,,,
50,Dichelostemma capitatum,,0.1,,,,
50,Dodecatheon hendersonii,,,,,,
50,Erodium botrys,,0.1,,,,
50,Erodium cicutarium,0.3,0.1,0.1,0.7,0.2,
50,Filago gallica,,,,,,
50,Galium aparine,,,0.7,,,
50,Galium murale,0.1,,,,,
50,Geranium dissectum,,,,,,
50,Hypochaeris glabra,,,,,,
50,Lactuca serriola,,,,,,
50,Linanthus bicolor,,,,,,
50,Lotus humistratus,,,,,,
50,Lotus wrangelianus,,,,,,
50,Lupinus bicolor,3.5,2.5,,0.5,1.2,
50,Madia gracilis,0.6,,,,,
50,Medicago polymorpha,,,,,,
50,Micropus californicus,0.1,,,0.1,,
50,Navarretia pubescens,,,,,,
50,Phacelia imbricata,,,,,,
50,Quercus douglasii,,0.1,,,,
50,Phlox gracilis,,,,0.1,,
50,Salvia columbariae,,,,,,
50,Sanicula bipinnata,,,,,,
50,Sanicula bipinnatifida,0.1,2.4,,,,
50,Silene gallica,,,,,,
50,Stellaria media,,,,,,
50,Stephanomeria sp.,,,,,,
50,Thysanocarpus curvipes,,,,,,
50,Torilis arvensis,0.4,,0.2,,,
50,Trifolium albopurpureum,,,,,,
50,Trifolium bifidum,0.3,0.1,,,,
50,Trifolium gracilentum,,,,,,
50,Trifolium hirtum,0.8,4,1.5,7,0.1,
50,Trifolium microcephalum,,,,,,
50,Trifolium microdon,,,,,,
50,Vicia villosa,,,6,0.4,,
50,Vulpia myuros,,,,,,
NOTES:,"Needs 1 rebar, quad 3. ",,,,,,
51,Agoseris grandiflora,,,,,,
51,Allium serra,,,,,,
51,Amsinckia menziesii,,,,,,
51,Astragalus gambelianus,,,,,,
51,Athysanus pusillus,0.2,0.1,,,,
51,Avena fatua,1.9,17,16,20,24,
51,Brodiaea elegans,,,,,,
51,Bromus diandrus,0.4,16,3,10,2,
51,Bromus hordeaceus,1,1,10,,3,
51,Bromus madritensis,0.3,,0.1,0.1,,
51,Calandrinia ciliata,,,,,,
51,Cardamine oligosperma,,,,,,
51,Carduus pycnocephalus,,,,,,
51,Centaurea melitensis,,,0.1,3,,
51,Centaurea solstitialis,,0.4,0.1,0.1,,
51,Cerastium glomeratum,,,,,,
51,Chorizanthe membranacea,,,,,,
51,Clarkia purpurea,,,,,,
51,Collinsia sparsiflora,0.5,,,,,
51,Crassula connata,,,,,,
51,Daucus pusillus,,,,,,
51,Dichelostemma capitatum,0.1,,0.1,,,
51,Erodium botrys,,,0.2,0.1,0.1,
51,Erodium cicutarium,4,3,5,0.4,1.1,
